Concept,Label,@en,@de,@it,@fr,@hu,@ca,@ru,@es,@el-latn,Lat,Long
<http://vocab.getty.edu/tgn/7594009>,Syddanmark,,,,,,,,,,55.333,9.666
<http://vocab.getty.edu/tgn/7594694>,Almaty,,,,,,,,,,43.266,76.9
<http://vocab.getty.edu/tgn/7462011>,Hever,"""eve""@en",,,,,,,,,51.166667,0.1
<http://vocab.getty.edu/tgn/8698472>,Grille Bozon,,,,"""rille Bozo""@fr",,,,,,46.151227,6.135296
<http://vocab.getty.edu/tgn/7594393>,Satakunta,,,,,,,,,,61.333333,22
<http://vocab.getty.edu/tgn/7306298>,Los Tablones,,,,,,,,,,36.766667,-3.45
<http://vocab.getty.edu/tgn/7902199>,"Armagh, Banbridge and Craigavon",,,,,,,,,,54.383333,6.416667
<http://vocab.getty.edu/tgn/7740965>,Rüschlikon,,,,,,,,,,47.307744,8.555743
<http://vocab.getty.edu/tgn/7594007>,Nordjylland,,,,,,,,,,57,9.666
<http://vocab.getty.edu/tgn/7593923>,"Praha, Hlavní Město",,,,,,,,,,50.083,14.466
<http://vocab.getty.edu/tgn/7594772>,Mtskheta Mtianeti,,,,,,,,,,42.283333,44.75
<http://vocab.getty.edu/tgn/7667546>,Avers,"""ver""@en",,,,,,,,,44.768596,5.700062
<http://vocab.getty.edu/tgn/7465929>,Argyllshire,"""rgyllshir""@en",,,,,,,,,56.25,-5.25
<http://vocab.getty.edu/tgn/7871930>,Brněnec,,,,,,,,,,49.627979,16.520117
<http://vocab.getty.edu/tgn/7348476>,Adeje,,,,,,,,,,28.116667,-16.716667
<http://vocab.getty.edu/tgn/8699005>,Bonnévouette,,,,"""onnévouett""@fr",,,,,,46.219266,6.929637
<http://vocab.getty.edu/tgn/8699253>,Les Avanchets,,,,"""es Avanchet""@fr",,,,,,46.220782,6.109121
<http://vocab.getty.edu/tgn/8699296>,Saint Maurice,,,,"""aint Mauric""@fr",,,,,,46.25386,6.216148
<http://vocab.getty.edu/tgn/8698583>,Borma,,,,,,,,,,46.324842,9.12755
<http://vocab.getty.edu/tgn/8699231>,Blattu,,"""latt""@de",,,,,,,,46.194357,7.828269
<http://vocab.getty.edu/tgn/8698966>,Chleiderfji,,"""hleiderfj""@de",,,,,,,,46.271031,7.891761
<http://vocab.getty.edu/tgn/8699217>,Bois d'Avault,,,,"""ois d'Avaul""@fr",,,,,,46.264219,6.136002
<http://vocab.getty.edu/tgn/8698689>,Achouet,,,,"""choue""@fr",,,,,,46.152301,7.318683
<http://vocab.getty.edu/tgn/8699224>,Bitzinen,,"""itzine""@de",,,,,,,,46.26471,7.894471
<http://vocab.getty.edu/tgn/8698655>,Champ Long,,,,"""hamp Lon""@fr",,,,,,45.951525,7.188091
<http://vocab.getty.edu/tgn/8699251>,L'Avenir,,,,"""'Aveni""@fr",,,,,,46.220634,6.240634
<http://vocab.getty.edu/tgn/8698592>,Ca d'Starnam,,,,,,,,,,46.405984,9.743075
<http://vocab.getty.edu/tgn/8699067>,Bodio,,,,,,,,,,46.330908,9.119208
<http://vocab.getty.edu/tgn/8699036>,L'Ermitage,,,,"""'Ermitag""@fr",,,,,,46.250683,6.131946
<http://vocab.getty.edu/tgn/8698684>,Surpierre,,,,"""urpierr""@fr",,,,,,46.151514,6.133307
<http://vocab.getty.edu/tgn/8699275>,Gy,,,,"""""@fr",,,,,,46.251576,6.256631
<http://vocab.getty.edu/tgn/8699238>,Eslex,,,,"""sle""@fr",,,,,,46.194798,7.028591
<http://vocab.getty.edu/tgn/8698935>,Champ de la Pierre,,,,"""hamp de la Pierr""@fr",,,,,,46.154816,6.137116
<http://vocab.getty.edu/tgn/8698716>,Frenières-sur-Bex,,,,"""renières-sur-Be""@fr",,,,,,46.261439,7.071229
<http://vocab.getty.edu/tgn/8698792>,Ai Fornas,,,"""i Forna""@it",,,,,,,46.228562,9.093846
<http://vocab.getty.edu/tgn/8698570>,Castel,,,"""aste""@it",,,,,,,46.322523,10.048785
<http://vocab.getty.edu/tgn/8698724>,Le Liotard,,,,"""e Liotar""@fr",,,,,,46.262019,7.0669
<http://vocab.getty.edu/tgn/8699034>,Code,,,,"""od""@fr",,,,,,46.25061,7.275921
<http://vocab.getty.edu/tgn/8698696>,Sous Bossey,,,,"""ous Bosse""@fr",,,,,,46.152969,6.156605
<http://vocab.getty.edu/tgn/8699082>,Braita,,,,,,,,,,46.334833,10.034572
<http://vocab.getty.edu/tgn/8699035>,Merlinge,,,,"""erling""@fr",,,,,,46.250632,6.248557
<http://vocab.getty.edu/tgn/8698501>,Balavaud,,,,"""alavau""@fr",,,,,,46.215894,7.259429
<http://vocab.getty.edu/tgn/8698830>,Cavaionc,,,,,,,,,,46.328882,9.111642
<http://vocab.getty.edu/tgn/8698537>,La Pallanterie,,,,"""a Pallanteri""@fr",,,,,,46.246998,6.219116
<http://vocab.getty.edu/tgn/8698902>,Crêdedin,,,,"""rêdedi""@fr",,,,,,45.985615,7.195781
<http://vocab.getty.edu/tgn/8699244>,Bieudron,,,,"""ieudro""@fr",,,,,,46.195175,7.279238
<http://vocab.getty.edu/tgn/8698702>,Cannelet,,,,"""annele""@fr",,,,,,46.15403,5.992213
<http://vocab.getty.edu/tgn/8698531>,Champlan,,,,"""hampla""@fr",,,,,,46.246613,7.368957
<http://vocab.getty.edu/tgn/8699078>,La Motta,,,,,,,,,,46.333824,9.130546
<http://vocab.getty.edu/tgn/8699228>,Serve,,,,"""erv""@fr",,,,,,46.19422,6.020653
<http://vocab.getty.edu/tgn/8698723>,La Varre,,,,"""a Varr""@fr",,,,,,46.261924,7.137933
<http://vocab.getty.edu/tgn/8698599>,Lareit,,,"""arei""@it",,,,,,,46.40691,10.061663
<http://vocab.getty.edu/tgn/8699222>,Le Plantex,,,,"""e Plante""@fr",,,,,,46.264666,7.029859
<http://vocab.getty.edu/tgn/8699202>,Chouzèt,,,,"""houzè""@fr",,,,,,46.159319,7.427258
<http://vocab.getty.edu/tgn/8699037>,Coméraz,,,,"""oméra""@fr",,,,,,46.250691,7.373531
<http://vocab.getty.edu/tgn/8698607>,Cac,,,"""a""@it",,,,,,,46.408183,9.221193
<http://vocab.getty.edu/tgn/8698883>,Azerin,,,,"""zeri""@fr",,,,,,45.95993,7.220323
<http://vocab.getty.edu/tgn/8698982>,Ceintaneire,,,,"""eintaneir""@fr",,,,,,46.192566,6.974729
<http://vocab.getty.edu/tgn/8698508>,La Louvière,,,,"""a Louvièr""@fr",,,,,,46.216692,6.26684
<http://vocab.getty.edu/tgn/8698532>,Burgen,,"""urge""@de",,,,,,,,46.246694,7.863734
<http://vocab.getty.edu/tgn/8699061>,Dro Bass,,,"""ro Bas""@it",,,,,,,46.23865,9.08337
<http://vocab.getty.edu/tgn/8699209>,Le Chavalet,,,,"""e Chavale""@fr",,,,,,46.263096,7.003517
<http://vocab.getty.edu/tgn/8698795>,Bell,,,"""el""@it",,,,,,,46.229342,9.119121
<http://vocab.getty.edu/tgn/8698950>,La Maison Blanche,,,,"""a Maison Blanch""@fr",,,,,,46.156801,5.99012
<http://vocab.getty.edu/tgn/8698891>,Chalet Bérard,,,,"""halet Bérar""@fr",,,,,,45.97173,7.117081
<http://vocab.getty.edu/tgn/8698839>,La Motta,,,"""a Mott""@it",,,,,,,46.40891,9.76788
<http://vocab.getty.edu/tgn/8699146>,Chandonne,,,,"""handonn""@fr",,,,,,46.004088,7.1805
<http://vocab.getty.edu/tgn/8698904>,Chez Petit,,,,"""hez Peti""@fr",,,,,,45.986798,7.178895
<http://vocab.getty.edu/tgn/8698925>,Arbey,,,,"""rbe""@fr",,,,,,46.113228,7.477743
<http://vocab.getty.edu/tgn/8698942>,Laconnex,,,,"""aconne""@fr",,,,,,46.155899,6.036474
<http://vocab.getty.edu/tgn/8699195>,Passeiry,,,,"""asseir""@fr",,,,,,46.158855,5.997208
<http://vocab.getty.edu/tgn/8698996>,Chou,,,,"""ho""@fr",,,,,,46.193726,7.164693
<http://vocab.getty.edu/tgn/8699179>,Chalets Vieux,,,,"""halets Vieu""@fr",,,,,,46.121065,7.460359
<http://vocab.getty.edu/tgn/8698496>,Aire-la-Ville,,,,"""ire-la-Vill""@fr",,,,,,46.190718,6.043721
<http://vocab.getty.edu/tgn/8698941>,Saconnex d'Arve Dessus,,,,"""aconnex d'Arve Dessu""@fr",,,,,,46.155877,6.124722
<http://vocab.getty.edu/tgn/8698541>,Comba Bernard,,,,"""omba Bernar""@fr",,,,,,46.247405,7.386586
<http://vocab.getty.edu/tgn/8698612>,La Motta,,,"""a Mott""@it",,,,,,,46.408503,10.054643
<http://vocab.getty.edu/tgn/8698596>,Campasc,,,"""ampas""@it",,,,,,,46.406588,10.049114
<http://vocab.getty.edu/tgn/8699080>,Ca Lunghi,,,,,,,,,,46.334447,10.047117
<http://vocab.getty.edu/tgn/8698513>,La Rosseline,,,,"""a Rosselin""@fr",,,,,,46.216913,7.045864
<http://vocab.getty.edu/tgn/8698737>,Büele,,"""üel""@de",,,,,,,,46.581113,7.644748
<http://vocab.getty.edu/tgn/8699091>,Bunet,,,"""une""@it",,,,,,,46.413114,10.053432
<http://vocab.getty.edu/tgn/8698946>,Certoux,,,,"""ertou""@fr",,,,,,46.156278,6.080822
<http://vocab.getty.edu/tgn/8698482>,Crêté,,,,"""rêt""@fr",,,,,,46.190032,7.574685
<http://vocab.getty.edu/tgn/8699076>,Lascial,,,,,,,,,,46.333619,9.125519
<http://vocab.getty.edu/tgn/8699273>,L'Abbaye,,,,"""'Abbay""@fr",,,,,,46.221866,6.250558
<http://vocab.getty.edu/tgn/8699071>,Brègan,,,,,,,,,,46.332009,9.541217
<http://vocab.getty.edu/tgn/8699227>,Ferme des Iles,,,,"""erme des Ile""@fr",,,,,,46.264933,6.976158
<http://vocab.getty.edu/tgn/8699194>,Cloche,,,,"""loch""@fr",,,,,,46.158769,6.159907
<http://vocab.getty.edu/tgn/8698489>,Les Evaux,,,,"""es Evau""@fr",,,,,,46.19032,6.091519
<http://vocab.getty.edu/tgn/8699084>,Bondo,,,,,,,,,,46.335106,9.554434
<http://vocab.getty.edu/tgn/8698890>,Creux du Ma,,,,"""reux du M""@fr",,,,,,45.971541,7.217742
<http://vocab.getty.edu/tgn/8698582>,Alp de Montogn,,,,,,,,,,46.32471,9.242307
<http://vocab.getty.edu/tgn/8698764>,Crie d'en Haut,,,,"""rie d'en Hau""@fr",,,,,,46.218275,6.888079
<http://vocab.getty.edu/tgn/8698524>,Birch,,"""irc""@de",,,,,,,,46.245753,7.910219
<http://vocab.getty.edu/tgn/8699259>,Boveresse,,,,"""overess""@fr",,,,,,46.221081,6.900275
<http://vocab.getty.edu/tgn/8699011>,Crie d'en Bas,,,,"""rie d'en Ba""@fr",,,,,,46.219747,6.897458
<http://vocab.getty.edu/tgn/8699192>,Moulin Roget,,,,"""oulin Roge""@fr",,,,,,46.1584,5.981425
<http://vocab.getty.edu/tgn/8698593>,Becal,,,"""eca""@it",,,,,,,46.406116,10.056783
<http://vocab.getty.edu/tgn/8698957>,Briey,,,,"""rie""@fr",,,,,,46.270467,7.538625
<http://vocab.getty.edu/tgn/8699198>,Le Martinet,,,,"""e Martine""@fr",,,,,,46.159072,5.983966
<http://vocab.getty.edu/tgn/8698751>,Crête,,,,"""rêt""@fr",,,,,,46.217522,6.210418
<http://vocab.getty.edu/tgn/8698796>,La Crola,,,"""a Crol""@it",,,,,,,46.22935,9.081608
<http://vocab.getty.edu/tgn/8698674>,Borza,,,,"""orz""@fr",,,,,,46.105397,7.514063
<http://vocab.getty.edu/tgn/8698930>,Auddes,,,,"""udde""@fr",,,,,,46.154326,7.244081
<http://vocab.getty.edu/tgn/8698999>,Vandoeuvres,,,,"""andoeuvre""@fr",,,,,,46.218607,6.200498
<http://vocab.getty.edu/tgn/8698931>,Athenaz,,,,"""thena""@fr",,,,,,46.154498,6.005771
<http://vocab.getty.edu/tgn/8698694>,Cotayer,,,,"""otaye""@fr",,,,,,46.152869,7.257206
<http://vocab.getty.edu/tgn/8698828>,Bosciola,,,"""osciol""@it",,,,,,,46.328326,9.210737
<http://vocab.getty.edu/tgn/8699205>,Vireloup,,,,"""irelou""@fr",,,,,,46.262467,6.122274
<http://vocab.getty.edu/tgn/8699069>,Cansumé,,,,,,,,,,46.331389,10.074108
<http://vocab.getty.edu/tgn/8698654>,Bourg-St-Pierre,,,,"""ourg-St-Pierr""@fr",,,,,,45.95065,7.208306
<http://vocab.getty.edu/tgn/8698576>,Campel,,,,,,,,,,46.323398,10.046859
<http://vocab.getty.edu/tgn/8698992>,Bon,,,,"""o""@fr",,,,,,46.193388,7.192104
<http://vocab.getty.edu/tgn/8699315>,La Dogana,,,"""a Dogan""@it",,,,,,,46.246638,10.14854
<http://vocab.getty.edu/tgn/8705269>,Brienzwiler,,,,,,,,,,46.750845,8.101389
<http://vocab.getty.edu/tgn/8705201>,Illiswil,,,,,,,,,,46.973631,7.340614
<http://vocab.getty.edu/tgn/8705177>,Liebefeld,,,,,,,,,,46.925806,7.414541
<http://vocab.getty.edu/tgn/8705234>,Dizy,,,,,,,,,,46.635107,6.496087
<http://vocab.getty.edu/tgn/8705367>,Plaun dils Matts,,,,,,,,,,47,8
<http://vocab.getty.edu/tgn/8705251>,Diemtigen,,,,,,,,,,46.649282,7.564771
<http://vocab.getty.edu/tgn/8705240>,Digg,,,,,,,,,,46.82403,9.355375
<http://vocab.getty.edu/tgn/8705318>,Sugiez,,,,,,,,,,46.961134,7.112184
<http://vocab.getty.edu/tgn/8705186>,Leutwil,,,,,,,,,,47.308262,8.174078
<http://vocab.getty.edu/tgn/8705324>,Subingen,,,,,,,,,,47.198516,7.619493
<http://vocab.getty.edu/tgn/8705171>,Ligerz,,,,,,,,,,47.085184,7.137331
<http://vocab.getty.edu/tgn/8705191>,Innercamana,,,,,,,,,,46.658555,9.282543
<http://vocab.getty.edu/tgn/8705389>,Mumpf,,,,,,,,,,47.545132,7.917911
<http://vocab.getty.edu/tgn/8705155>,Müssen,,,,,,,,,,46.866667,8.083333
<http://vocab.getty.edu/tgn/8705217>,Gerliswil,,,,,,,,,,47.078849,8.266074
<http://vocab.getty.edu/tgn/8705359>,Ponthaux,,,,,,,,,,46.817203,7.04144
<http://vocab.getty.edu/tgn/8705077>,Tann,,"""an""@de",,,,,,,,47.26556,8.85017
<http://vocab.getty.edu/tgn/8705341>,Sankt Stephan,,,,,,,,,,46.511679,7.393865
<http://vocab.getty.edu/tgn/8705199>,Im Fang,,,,,,,,,,46.601857,7.239711
<http://vocab.getty.edu/tgn/8705266>,Brignon,,,,"""rigno""@fr",,,,,,46.19005,7.325994
<http://vocab.getty.edu/tgn/8705185>,Leuzigen,,,,,,,,,,47.174583,7.457755
<http://vocab.getty.edu/tgn/8705291>,Altishofen,,,,,,,,,,47.199161,7.969636
<http://vocab.getty.edu/tgn/8705241>,Dietwil,,,,,,,,,,47.147698,8.390818
<http://vocab.getty.edu/tgn/8705353>,Portalban- Dessous,,,,,,,,,,46.918536,6.955765
<http://vocab.getty.edu/tgn/8705144>,Nänikon,,,,,,,,,,47.370469,8.693488
<http://vocab.getty.edu/tgn/8705242>,Dietlikon,,,,,,,,,,47.425084,8.618775
<http://vocab.getty.edu/tgn/8705289>,Altnau,,"""ltna""@de",,,,,,,,47.610522,9.261601
<http://vocab.getty.edu/tgn/8705117>,Sarmenstorf,,,,,,,,,,47.310217,8.249488
<http://vocab.getty.edu/tgn/8705239>,Dinhard,,"""inhar""@de",,,,,,,,47.556113,8.76821
<http://vocab.getty.edu/tgn/8705049>,Broch,,,,,,,,,,46.678785,8.141171
<http://vocab.getty.edu/tgn/8705248>,Diesbach,,,,,,,,,,46.916667,9.05
<http://vocab.getty.edu/tgn/8705099>,Saxeten,,,,,,,,,,46.636584,7.830869
<http://vocab.getty.edu/tgn/8705209>,Iffigen,,,,,,,,,,46.400363,7.441632
<http://vocab.getty.edu/tgn/8705296>,Altendorf,,"""ltendor""@de",,,,,,,,47.18994,8.83823
<http://vocab.getty.edu/tgn/8705200>,Illnau,,"""llna""@de",,,,,,,,47.40907,8.72253
<http://vocab.getty.edu/tgn/8705253>,Diegten,,,,,,,,,,47.416018,7.809422
<http://vocab.getty.edu/tgn/8705210>,Ibach,,,,,,,,,,47.011914,8.643769
<http://vocab.getty.edu/tgn/8705390>,Mümliswil,,,,,,,,,,47.344106,7.703497
<http://vocab.getty.edu/tgn/8705328>,Sargans,,"""argan""@de",,,,,,,,47.05,9.433333
<http://vocab.getty.edu/tgn/8705108>,Saulcy,,,,,,,,,,47.302383,7.154036
<http://vocab.getty.edu/tgn/8705166>,Lindau,,,,,,,,,,47.442153,8.672859
<http://vocab.getty.edu/tgn/8705273>,Brienz,,,,,,,,,,46.668331,9.595099
<http://vocab.getty.edu/tgn/8705175>,Lieli,,,,,,,,,,47.207295,8.298231
<http://vocab.getty.edu/tgn/8705192>,Ingenbohl,,,,,,,,,,47.004642,8.614768
<http://vocab.getty.edu/tgn/8705127>,Praroman,,,,,,,,,,46.746528,7.177808
<http://vocab.getty.edu/tgn/8705107>,Saus Oberberg,,,,,,,,,,46.583333,7.85
<http://vocab.getty.edu/tgn/8705197>,Immensee,,,,,,,,,,47.096456,8.463569
<http://vocab.getty.edu/tgn/8705371>,Plasselb,,,,,,,,,,46.734875,7.251186
<http://vocab.getty.edu/tgn/8705224>,Genthalhütten,,,,,,,,,,46.735996,8.282681
<http://vocab.getty.edu/tgn/8705208>,Igis,,,,,,,,,,46.945308,9.57218
<http://vocab.getty.edu/tgn/8705292>,Alt-Felsberg,,,,,,,,,,46.845343,9.469952
<http://vocab.getty.edu/tgn/8705275>,Brenzikofen,,,,,,,,,,46.818119,7.61713
<http://vocab.getty.edu/tgn/8705227>,Genf-Cointrin,,,,,,,,,,46.231695,6.098319
<http://vocab.getty.edu/tgn/8705297>,Alten,,,,,,,,,,47.598501,8.647005
<http://vocab.getty.edu/tgn/8705364>,Pleigne,,,,,,,,,,47.407578,7.290555
<http://vocab.getty.edu/tgn/8705189>,Inner Hof,,,,,,,,,,46.76414,9.364397
<http://vocab.getty.edu/tgn/8705352>,Port-de-Corsier,,,,,,,,,,46.262878,6.21243
<http://vocab.getty.edu/tgn/8705221>,Geristein,,,,,,,,,,46.993949,7.525114
<http://vocab.getty.edu/tgn/8705187>,Leutmerken,,"""eutmerke""@de",,,,,,,,47.56535,9.034712
<http://vocab.getty.edu/tgn/8705051>,Apro,,,,,,,,,,46.205517,7.310807
<http://vocab.getty.edu/tgn/8705254>,Diechtersmatt,,,,,,,,,,46.83886,8.189332
<http://vocab.getty.edu/tgn/8705148>,Mützlenberg,,,,,,,,,,46.973441,7.716912
<http://vocab.getty.edu/tgn/8705246>,Diessbach,,,,,,,,,,47.107803,7.361217
<http://vocab.getty.edu/tgn/8705267>,Brigerbad,,"""rigerba""@de",,,,,,,,46.300636,7.924129
<http://vocab.getty.edu/tgn/8705086>,Tafers,,,,,,,,,,46.814829,7.218519
<http://vocab.getty.edu/tgn/8705226>,Genolier,,,,"""enolie""@fr",,,,,,46.434014,6.218836
<http://vocab.getty.edu/tgn/8705203>,Illgau,,,,,,,,,,46.987637,8.725091
<http://vocab.getty.edu/tgn/8705340>,Sankt Ursen,,,,,,,,,,46.790904,7.220114
<http://vocab.getty.edu/tgn/8705198>,Im Kloster,,,,,,,,,,46.724476,7.295701
<http://vocab.getty.edu/tgn/8705345>,Sankt Niklaus,,,,,,,,,,47.219836,7.555613
<http://vocab.getty.edu/tgn/8705378>,Münstschemier,,,,,,,,,,46.995513,7.144783
<http://vocab.getty.edu/tgn/8705063>,Andest,,,,,,,,,,46.784541,9.113726
<http://vocab.getty.edu/tgn/8705223>,Geretsried,,,,,,,,,,46.882352,7.331276
<http://vocab.getty.edu/tgn/8705294>,Alterswil,,,,,,,,,,46.795867,7.258774
<http://vocab.getty.edu/tgn/8705236>,Disla,,,,,,,,,,46.711625,8.87576
<http://vocab.getty.edu/tgn/8705122>,Praz,,,,,,,,,,46.95262,7.097892
<http://vocab.getty.edu/tgn/8705085>,Tägerwilen,,"""ägerwile""@de",,,,,,,,47.65698,9.13999
<http://vocab.getty.edu/tgn/8705118>,Säriswil,,,,,,,,,,46.991753,7.333992
<http://vocab.getty.edu/tgn/8705070>,Amriswil,,"""mriswi""@de",,,,,,,,47.546992,9.295865
<http://vocab.getty.edu/tgn/8705213>,Gerschnialp,,,,,,,,,,46.816667,8.416667
<http://vocab.getty.edu/tgn/8705263>,Brislach,,,,,,,,,,47.417699,7.542032
<http://vocab.getty.edu/tgn/8705293>,Alterswilen,,"""lterswile""@de",,,,,,,,47.609569,9.154091
<http://vocab.getty.edu/tgn/8705065>,Andelfingen,,"""ndelfinge""@de",,,,,,,,47.613277,8.68124
<http://vocab.getty.edu/tgn/8705170>,Lignières,,,,,,,,,,47.083311,7.065922
<http://vocab.getty.edu/tgn/8705109>,Sauges,,,,,,,,,,46.888521,6.763521
<http://vocab.getty.edu/tgn/8705274>,Bretzwil,,,,,,,,,,47.397834,7.652216
<http://vocab.getty.edu/tgn/8705173>,Liesberg,,,,,,,,,,47.403722,7.432263
<http://vocab.getty.edu/tgn/8705282>,Am Bach,,,,,,,,,,46.458679,9.537212
<http://vocab.getty.edu/tgn/8705193>,In der Schweig,,,,,,,,,,46.583333,8.5
<http://vocab.getty.edu/tgn/8705312>,Sulz,,,,,,,,,,47.536024,8.096281
<http://vocab.getty.edu/tgn/8705059>,Anières,,,,"""nière""@fr",,,,,,46.279434,6.226717
<http://vocab.getty.edu/tgn/8705235>,Distel,,,,,,,,,,46.020182,7.962901
<http://vocab.getty.edu/tgn/8705278>,Brenles,,,,,,,,,,46.670557,6.853265
<http://vocab.getty.edu/tgn/8705061>,Angeli Custodi,,,"""ngeli Custod""@it",,,,,,,46.357672,10.069814
<http://vocab.getty.edu/tgn/8705176>,Liebistorf,,,,,,,,,,46.908811,7.196359
<http://vocab.getty.edu/tgn/8705245>,Diesse,,,,,,,,,,47.113136,7.116775
<http://vocab.getty.edu/tgn/8705218>,Gerlikon,,"""erliko""@de",,,,,,,,47.53741,8.87694
<http://vocab.getty.edu/tgn/8705260>,Bristen,,,,,,,,,,46.769105,8.690263
<http://vocab.getty.edu/tgn/8705386>,Münchwilen,,"""ünchwile""@de",,,,,,,,47.47788,8.99569
<http://vocab.getty.edu/tgn/8705258>,Brittnau,,,,,,,,,,47.260999,7.946586
<http://vocab.getty.edu/tgn/8705629>,Les Charbonnières,,,,,,,,,,46.66748,6.313369
<http://vocab.getty.edu/tgn/8705494>,Breite,,,,,,,,,,47.460902,8.660313
<http://vocab.getty.edu/tgn/8705495>,Breíl,,,,,,,,,,46.769861,9.06036
<http://vocab.getty.edu/tgn/8705437>,Hornussen,,,,,,,,,,47.50025,8.061255
<http://vocab.getty.edu/tgn/8705416>,Le Sépey,,,,"""e Sépe""@fr",,,,,,46.360907,7.051647
<http://vocab.getty.edu/tgn/8705502>,Bramois,,,,"""ramoi""@fr",,,,,,46.232438,7.400671
<http://vocab.getty.edu/tgn/8705506>,Bovernier,,,,"""overnie""@fr",,,,,,46.079671,7.085832
<http://vocab.getty.edu/tgn/8705550>,Steinhausen,,,,,,,,,,47.195101,8.485809
<http://vocab.getty.edu/tgn/8705607>,Muhen,,,,,,,,,,47.336706,8.054083
<http://vocab.getty.edu/tgn/8705501>,Brand,,,,,,,,,,46.637163,9.171158
<http://vocab.getty.edu/tgn/8705504>,Bözen,,,,,,,,,,47.495284,8.083328
<http://vocab.getty.edu/tgn/8705465>,Derendingen,,,,,,,,,,47.198505,7.588438
<http://vocab.getty.edu/tgn/8705499>,Braunwald,,,,,,,,,,46.939053,8.993744
<http://vocab.getty.edu/tgn/8705391>,Müllheim,,"""üllhei""@de",,,,,,,,47.601948,9.003573
<http://vocab.getty.edu/tgn/8705603>,Mühlehorn,,"""ühlehor""@de",,,,,,,,47.117565,9.172407
<http://vocab.getty.edu/tgn/8705413>,Les Genevez,,,,,,,,,,47.255515,7.129607
<http://vocab.getty.edu/tgn/8705427>,Hüntwangen,,,,,,,,,,47.595499,8.491741
<http://vocab.getty.edu/tgn/8705512>,Alp Schmorras,,,,,,,,,,46.55,9.516667
<http://vocab.getty.edu/tgn/8705632>,Les Bois,,,,,,,,,,47.177149,6.904977
<http://vocab.getty.edu/tgn/8705441>,Gempen,,,,,,,,,,47.475854,7.660277
<http://vocab.getty.edu/tgn/8705472>,Deisswil,,,,,,,,,,46.954708,7.518332
<http://vocab.getty.edu/tgn/8705526>,Alpe di Trescolmen,,,,,,,,,,46.4,9.166667
<http://vocab.getty.edu/tgn/8705639>,Le Peuchapatte,,,,,,,,,,47.197467,6.964926
<http://vocab.getty.edu/tgn/8705553>,Steinerberg,,,,,,,,,,47.052061,8.583989
<http://vocab.getty.edu/tgn/8705478>,Dättwil,,,,,,,,,,47.455057,8.284745
<http://vocab.getty.edu/tgn/8705448>,Gebenstorf,,,,,,,,,,47.47932,8.241285
<http://vocab.getty.edu/tgn/8705536>,Strengelbach,,,,,,,,,,47.280071,7.924687
<http://vocab.getty.edu/tgn/8705604>,Mühleberg,,,,,,,,,,46.95409,7.260816
<http://vocab.getty.edu/tgn/8705615>,Môtiers,,,,,,,,,,46.910216,6.611434
<http://vocab.getty.edu/tgn/8705575>,Sangernboden,,,,,,,,,,46.713299,7.351871
<http://vocab.getty.edu/tgn/8705421>,Hüttenberg,,,,,,,,,,46.933333,6.533333
<http://vocab.getty.edu/tgn/8705471>,Deitingen,,,,,,,,,,47.215789,7.619877
<http://vocab.getty.edu/tgn/8705547>,Sternenberg,,"""ternenber""@de",,,,,,,,47.38492,8.91566
<http://vocab.getty.edu/tgn/8705544>,Stilli,,,,,,,,,,47.518146,8.230764
<http://vocab.getty.edu/tgn/8705507>,Bouveret,,,,,,,,,,46.383191,6.859626
<http://vocab.getty.edu/tgn/8705414>,Les Geneveys-sur-Coffrane,,,,,,,,,,47.014005,6.852528
<http://vocab.getty.edu/tgn/8705530>,Alpe di Crastera,,,,,,,,,,46.349926,9.248917
<http://vocab.getty.edu/tgn/8705519>,Alpiglen,,,,,,,,,,46.600119,8.004002
<http://vocab.getty.edu/tgn/8705464>,Devant,,,,,,,,,,46.433333,7.116667
<http://vocab.getty.edu/tgn/8705430>,Hünenberg,,,,,,,,,,47.178931,8.423515
<http://vocab.getty.edu/tgn/8705543>,Stock,,,,,,,,,,46.934089,8.648388
<http://vocab.getty.edu/tgn/8705404>,Les Ponts-de-Martel,,,,,,,,,,46.999251,6.733558
<http://vocab.getty.edu/tgn/8705518>,Alpiglen,,,,,,,,,,46.729665,7.823938
<http://vocab.getty.edu/tgn/8705405>,Les Pommerats,,,,,,,,,,47.271633,6.984871
<http://vocab.getty.edu/tgn/8705500>,Bratsch,,"""ratsc""@de",,,,,,,,46.320551,7.707377
<http://vocab.getty.edu/tgn/8705480>,Därligen,,,,,,,,,,46.661753,7.808079
<http://vocab.getty.edu/tgn/8705521>,Alp Grüm,,,"""lp Grü""@it",,,,,,,46.37464,10.03133
<http://vocab.getty.edu/tgn/8705623>,Morschach,,,,,,,,,,46.983071,8.619167
<http://vocab.getty.edu/tgn/8705461>,Galmiz,,,,,,,,,,46.948751,7.158037
<http://vocab.getty.edu/tgn/8705440>,Horn,,"""or""@de",,,,,,,,47.49297,9.46057
<http://vocab.getty.edu/tgn/8705397>,Leuggelbach,,,,,,,,,,46.976326,9.045892
<http://vocab.getty.edu/tgn/8705469>,Densbüren,,,,,,,,,,47.452596,8.053301
<http://vocab.getty.edu/tgn/8705402>,Lessoc,,,,,,,,,,46.505596,7.061362
<http://vocab.getty.edu/tgn/8705434>,Huémoz,,,,"""uémo""@fr",,,,,,46.291486,7.026016
