CONCEPT,LABEL,@EN,@DE,@IT,@FR,@HU,@CA,@RU,@ES,@el-latn
<http://vocab.getty.edu/tgn/8700133>,Berte,,,,Berte,,,,,
<http://vocab.getty.edu/tgn/8700376>,Cretton,,,,Cretton,,,,,
<http://vocab.getty.edu/tgn/8700538>,Doss,,,Doss,,,,,,
<http://vocab.getty.edu/tgn/8700183>,La Passe,,,,La Passe,,,,,
<http://vocab.getty.edu/tgn/8700433>,Baar,,,,Baar,,,,,
<http://vocab.getty.edu/tgn/8700381>,Alpien,,Alpien,,,,,,,
<http://vocab.getty.edu/tgn/8700453>,Coutta,,,,Coutta,,,,,
<http://vocab.getty.edu/tgn/8700024>,La Combe,,,,La Combe,,,,,
<http://vocab.getty.edu/tgn/8700039>,Anzan,,,Anzan,,,,,,
<http://vocab.getty.edu/tgn/8700218>,Chalet Quartéry,,,,Chalet Quartéry,,,,,
<http://vocab.getty.edu/tgn/8700445>,Cuimey,,,,Cuimey,,,,,
<http://vocab.getty.edu/tgn/8700408>,Pinchat la Tour,,,,Pinchat la Tour,,,,,
<http://vocab.getty.edu/tgn/8700012>,Planet,,,,Planet,,,,,
<http://vocab.getty.edu/tgn/8700215>,Beaupérier,,,,Beaupérier,,,,,
<http://vocab.getty.edu/tgn/8700456>,Bad,,Bad,,,,,,,
<http://vocab.getty.edu/tgn/8700059>,Cassan,,,Cassan,,,,,,
<http://vocab.getty.edu/tgn/8700520>,Cavagliola,,,Cavagliola,,,,,,
<http://vocab.getty.edu/tgn/8700603>,Catogne,,,,Catogne,,,,,
<http://vocab.getty.edu/tgn/8700234>,Chinegga,,Chinegga,,,,,,,
<http://vocab.getty.edu/tgn/8700038>,Fontana,,,Fontana,,,,,,
<http://vocab.getty.edu/tgn/8700650>,Chalet du Bac,,,,Chalet du Bac,,,,,
<http://vocab.getty.edu/tgn/8700154>,Altentrog,,Altentrog,,,,,,,
<http://vocab.getty.edu/tgn/8700666>,Essertines,,,,Essertines,,,,,
<http://vocab.getty.edu/tgn/8700020>,Le Bévieux,,,,Le Bévieux,,,,,
<http://vocab.getty.edu/tgn/8700458>,La Pâtissière,,,,La Pâtissière,,,,,
<http://vocab.getty.edu/tgn/8700535>,Al Pont,,,Al Pont,,,,,,
<http://vocab.getty.edu/tgn/8700688>,Brunnen,,Brunnen,,,,,,,
<http://vocab.getty.edu/tgn/8700242>,Perly-Certoux,,,,,,,,,
<http://vocab.getty.edu/tgn/8700042>,Aurel,,,Aurel,,,,,,
<http://vocab.getty.edu/tgn/8700670>,Cornière,,,,Cornière,,,,,
<http://vocab.getty.edu/tgn/8700304>,Druna,,,Druna,,,,,,
<http://vocab.getty.edu/tgn/8700071>,Crot,,,,,,,,,
<http://vocab.getty.edu/tgn/8700409>,Comberette,,,,Comberette,,,,,
<http://vocab.getty.edu/tgn/8700633>,La Printanière,,,,La Printanière,,,,,
<http://vocab.getty.edu/tgn/8700661>,La Chaumaz,,,,La Chaumaz,,,,,
<http://vocab.getty.edu/tgn/8700243>,Meinier,,,,Meinier,,,,,
<http://vocab.getty.edu/tgn/8700325>,Curtinatsch,,,,,,,,,
<http://vocab.getty.edu/tgn/8700450>,Pressy,,,,Pressy,,,,,
<http://vocab.getty.edu/tgn/8700216>,Blüomatt,,Blüomatt,,,,,,,
<http://vocab.getty.edu/tgn/8700156>,Ägerte,,Ägerte,,,,,,,
<http://vocab.getty.edu/tgn/8700398>,Bergji,,Bergji,,,,,,,
<http://vocab.getty.edu/tgn/8700328>,Fiess,,,Fiess,,,,,,
<http://vocab.getty.edu/tgn/8700677>,Bossat,,,,Bossat,,,,,
<http://vocab.getty.edu/tgn/8700599>,Chamoille,,,,Chamoille,,,,,
<http://vocab.getty.edu/tgn/8700010>,Beaupré,,,,Beaupré,,,,,
<http://vocab.getty.edu/tgn/8700014>,Drône VS,,,,Drône VS,,,,,
<http://vocab.getty.edu/tgn/8700416>,Pinchat,,,,Pinchat,,,,,
<http://vocab.getty.edu/tgn/8700145>,Chez Crettex,,,,Chez Crettex,,,,,
<http://vocab.getty.edu/tgn/8700244>,Collonge-Bellerive,,,,,,,,,
<http://vocab.getty.edu/tgn/8700534>,La Scera,,,La Scera,,,,,,
<http://vocab.getty.edu/tgn/8700219>,Les Guerris,,,,Les Guerris,,,,,
<http://vocab.getty.edu/tgn/8700404>,Les Charrotons,,,,Les Charrotons,,,,,
<http://vocab.getty.edu/tgn/8700273>,Garbela,,,Garbela,,,,,,
<http://vocab.getty.edu/tgn/8700616>,Brunne,,Brunne,,,,,,,
<http://vocab.getty.edu/tgn/8700641>,La Petite Grave,,,,La Petite Grave,,,,,
<http://vocab.getty.edu/tgn/8700405>,Ayer,,,,Ayer,,,,,
<http://vocab.getty.edu/tgn/8700331>,Föglias,,,,,,,,,
<http://vocab.getty.edu/tgn/8700222>,Miolan,,,,Miolan,,,,,
<http://vocab.getty.edu/tgn/8700048>,Bald,,,Bald,,,,,,
<http://vocab.getty.edu/tgn/8700672>,Le Lignon,,,,Le Lignon,,,,,
<http://vocab.getty.edu/tgn/8700552>,Forcola,,,Forcola,,,,,,
<http://vocab.getty.edu/tgn/8700580>,Alp Nova,,,,,,,,,
<http://vocab.getty.edu/tgn/8700386>,Biele,,Biele,,,,,,,
<http://vocab.getty.edu/tgn/8700423>,La Brunette,,,,La Brunette,,,,,
<http://vocab.getty.edu/tgn/8700684>,Chenarlier,,,,Chenarlier,,,,,
<http://vocab.getty.edu/tgn/8700664>,Coliore,,,,Coliore,,,,,
<http://vocab.getty.edu/tgn/8700403>,Aloué,,,,Aloué,,,,,
<http://vocab.getty.edu/tgn/8700025>,Areïne,,,,Areïne,,,,,
<http://vocab.getty.edu/tgn/8700679>,La Pelouse,,,,La Pelouse,,,,,
<http://vocab.getty.edu/tgn/8700174>,Epeisses,,,,Epeisses,,,,,
<http://vocab.getty.edu/tgn/8700395>,Chüebodmen,,Chüebodmen,,,,,,,
<http://vocab.getty.edu/tgn/8700172>,Challoux,,,,Challoux,,,,,
<http://vocab.getty.edu/tgn/8700034>,Briagn,,,Briagn,,,,,,
<http://vocab.getty.edu/tgn/8700264>,Dasga,,,Dasga,,,,,,
<http://vocab.getty.edu/tgn/8700461>,Bätzia,,Bätzia,,,,,,,
<http://vocab.getty.edu/tgn/8700001>,Creux de Nax,,,,Creux de Nax,,,,,
<http://vocab.getty.edu/tgn/8700579>,Las Plattas,,,,,,,,,
<http://vocab.getty.edu/tgn/8700184>,Sorniot,,,,Sorniot,,,,,
<http://vocab.getty.edu/tgn/8700027>,Léoutre,,,,Léoutre,,,,,
<http://vocab.getty.edu/tgn/8700052>,Cötöngi,,,,,,,,,
<http://vocab.getty.edu/tgn/8700231>,Les Caillettes,,,,Les Caillettes,,,,,
<http://vocab.getty.edu/tgn/8700410>,Culet,,,,Culet,,,,,
<http://vocab.getty.edu/tgn/8700691>,Les Jones,,,,Les Jones,,,,,
<http://vocab.getty.edu/tgn/8700011>,Bürchneralp,,Bürchneralp,,,,,,,
<http://vocab.getty.edu/tgn/8700435>,Crételannaz,,,,Crételannaz,,,,,
<http://vocab.getty.edu/tgn/8700241>,Puplinge,,,,Puplinge,,,,,
<http://vocab.getty.edu/tgn/8700285>,Botegh,,,Botegh,,,,,,
<http://vocab.getty.edu/tgn/8700181>,Avully,,,,Avully,,,,,
<http://vocab.getty.edu/tgn/8700452>,Les Mévaux,,,,Les Mévaux,,,,,
<http://vocab.getty.edu/tgn/8700046>,Frendül,,,,,,,,,
<http://vocab.getty.edu/tgn/8700399>,Breitmatten,,Breitmatten,,,,,,,
<http://vocab.getty.edu/tgn/8700690>,Bonvard,,,,Bonvard,,,,,
<http://vocab.getty.edu/tgn/8700651>,Le Verney,,,,Le Verney,,,,,
<http://vocab.getty.edu/tgn/8700377>,Champsec,,,,Champsec,,,,,
<http://vocab.getty.edu/tgn/8700245>,Chêne-Bougeries,,,,,,,,,
<http://vocab.getty.edu/tgn/8700233>,Lullier,,,,Lullier,,,,,
<http://vocab.getty.edu/tgn/8700694>,Bois,,,,Bois,,,,,
<http://vocab.getty.edu/tgn/8700236>,Moulin Fabry,,,,Moulin Fabry,,,,,
<http://vocab.getty.edu/tgn/8699005>,Bonnévouette,,,,Bonnévouette,,,,,
<http://vocab.getty.edu/tgn/8699253>,Les Avanchets,,,,Les Avanchets,,,,,
<http://vocab.getty.edu/tgn/8699296>,Saint Maurice,,,,Saint Maurice,,,,,
<http://vocab.getty.edu/tgn/8698583>,Borma,,,,,,,,,
<http://vocab.getty.edu/tgn/8699231>,Blattu,,Blattu,,,,,,,
<http://vocab.getty.edu/tgn/8698966>,Chleiderfji,,Chleiderfji,,,,,,,
<http://vocab.getty.edu/tgn/8699217>,Bois d'Avault,,,,Bois d'Avault,,,,,
<http://vocab.getty.edu/tgn/8698689>,Achouet,,,,Achouet,,,,,
<http://vocab.getty.edu/tgn/8699224>,Bitzinen,,Bitzinen,,,,,,,
<http://vocab.getty.edu/tgn/8698655>,Champ Long,,,,Champ Long,,,,,
<http://vocab.getty.edu/tgn/8699251>,L'Avenir,,,,L'Avenir,,,,,
<http://vocab.getty.edu/tgn/8698592>,Ca d'Starnam,,,,,,,,,
<http://vocab.getty.edu/tgn/8699067>,Bodio,,,,,,,,,
<http://vocab.getty.edu/tgn/8699036>,L'Ermitage,,,,L'Ermitage,,,,,
<http://vocab.getty.edu/tgn/8698684>,Surpierre,,,,Surpierre,,,,,
<http://vocab.getty.edu/tgn/8699275>,Gy,,,,Gy,,,,,
<http://vocab.getty.edu/tgn/8699238>,Eslex,,,,Eslex,,,,,
<http://vocab.getty.edu/tgn/8698935>,Champ de la Pierre,,,,Champ de la Pierre,,,,,
<http://vocab.getty.edu/tgn/8698716>,Frenières-sur-Bex,,,,Frenières-sur-Bex,,,,,
<http://vocab.getty.edu/tgn/8698792>,Ai Fornas,,,Ai Fornas,,,,,,
<http://vocab.getty.edu/tgn/8698570>,Castel,,,Castel,,,,,,
<http://vocab.getty.edu/tgn/8698724>,Le Liotard,,,,Le Liotard,,,,,
<http://vocab.getty.edu/tgn/8699034>,Code,,,,Code,,,,,
<http://vocab.getty.edu/tgn/8698696>,Sous Bossey,,,,Sous Bossey,,,,,
<http://vocab.getty.edu/tgn/8699082>,Braita,,,,,,,,,
<http://vocab.getty.edu/tgn/8699035>,Merlinge,,,,Merlinge,,,,,
<http://vocab.getty.edu/tgn/8698501>,Balavaud,,,,Balavaud,,,,,
<http://vocab.getty.edu/tgn/8698830>,Cavaionc,,,,,,,,,
<http://vocab.getty.edu/tgn/8698537>,La Pallanterie,,,,La Pallanterie,,,,,
<http://vocab.getty.edu/tgn/8698902>,Crêdedin,,,,Crêdedin,,,,,
<http://vocab.getty.edu/tgn/8699244>,Bieudron,,,,Bieudron,,,,,
<http://vocab.getty.edu/tgn/8698702>,Cannelet,,,,Cannelet,,,,,
<http://vocab.getty.edu/tgn/8698531>,Champlan,,,,Champlan,,,,,
<http://vocab.getty.edu/tgn/8699078>,La Motta,,,,,,,,,
<http://vocab.getty.edu/tgn/8699228>,Serve,,,,Serve,,,,,
<http://vocab.getty.edu/tgn/8698723>,La Varre,,,,La Varre,,,,,
<http://vocab.getty.edu/tgn/8698599>,Lareit,,,Lareit,,,,,,
<http://vocab.getty.edu/tgn/8699222>,Le Plantex,,,,Le Plantex,,,,,
<http://vocab.getty.edu/tgn/8699202>,Chouzèt,,,,Chouzèt,,,,,
<http://vocab.getty.edu/tgn/8699037>,Coméraz,,,,Coméraz,,,,,
<http://vocab.getty.edu/tgn/8698607>,Cac,,,Cac,,,,,,
<http://vocab.getty.edu/tgn/8698883>,Azerin,,,,Azerin,,,,,
<http://vocab.getty.edu/tgn/8698982>,Ceintaneire,,,,Ceintaneire,,,,,
<http://vocab.getty.edu/tgn/8698508>,La Louvière,,,,La Louvière,,,,,
<http://vocab.getty.edu/tgn/8698532>,Burgen,,Burgen,,,,,,,
<http://vocab.getty.edu/tgn/8699061>,Dro Bass,,,Dro Bass,,,,,,
<http://vocab.getty.edu/tgn/8699209>,Le Chavalet,,,,Le Chavalet,,,,,
<http://vocab.getty.edu/tgn/8698795>,Bell,,,Bell,,,,,,
<http://vocab.getty.edu/tgn/8698950>,La Maison Blanche,,,,La Maison Blanche,,,,,
<http://vocab.getty.edu/tgn/8698891>,Chalet Bérard,,,,Chalet Bérard,,,,,
<http://vocab.getty.edu/tgn/8698839>,La Motta,,,La Motta,,,,,,
<http://vocab.getty.edu/tgn/8699146>,Chandonne,,,,Chandonne,,,,,
<http://vocab.getty.edu/tgn/8698904>,Chez Petit,,,,Chez Petit,,,,,
<http://vocab.getty.edu/tgn/8698925>,Arbey,,,,Arbey,,,,,
<http://vocab.getty.edu/tgn/8698942>,Laconnex,,,,Laconnex,,,,,
<http://vocab.getty.edu/tgn/8699195>,Passeiry,,,,Passeiry,,,,,
<http://vocab.getty.edu/tgn/8698996>,Chou,,,,Chou,,,,,
<http://vocab.getty.edu/tgn/8699179>,Chalets Vieux,,,,Chalets Vieux,,,,,
<http://vocab.getty.edu/tgn/8698496>,Aire-la-Ville,,,,Aire-la-Ville,,,,,
<http://vocab.getty.edu/tgn/8698941>,Saconnex d'Arve Dessus,,,,Saconnex d'Arve Dessus,,,,,
<http://vocab.getty.edu/tgn/8698541>,Comba Bernard,,,,Comba Bernard,,,,,
<http://vocab.getty.edu/tgn/8698612>,La Motta,,,La Motta,,,,,,
<http://vocab.getty.edu/tgn/8698596>,Campasc,,,Campasc,,,,,,
<http://vocab.getty.edu/tgn/8699080>,Ca Lunghi,,,,,,,,,
<http://vocab.getty.edu/tgn/8698513>,La Rosseline,,,,La Rosseline,,,,,
<http://vocab.getty.edu/tgn/8698737>,Büele,,Büele,,,,,,,
<http://vocab.getty.edu/tgn/8699091>,Bunet,,,Bunet,,,,,,
<http://vocab.getty.edu/tgn/8698946>,Certoux,,,,Certoux,,,,,
<http://vocab.getty.edu/tgn/8698482>,Crêté,,,,Crêté,,,,,
<http://vocab.getty.edu/tgn/8699076>,Lascial,,,,,,,,,
<http://vocab.getty.edu/tgn/8699273>,L'Abbaye,,,,L'Abbaye,,,,,
<http://vocab.getty.edu/tgn/8699071>,Brègan,,,,,,,,,
<http://vocab.getty.edu/tgn/8699227>,Ferme des Iles,,,,Ferme des Iles,,,,,
<http://vocab.getty.edu/tgn/8699194>,Cloche,,,,Cloche,,,,,
<http://vocab.getty.edu/tgn/8698489>,Les Evaux,,,,Les Evaux,,,,,
<http://vocab.getty.edu/tgn/8699084>,Bondo,,,,,,,,,
<http://vocab.getty.edu/tgn/8698890>,Creux du Ma,,,,Creux du Ma,,,,,
<http://vocab.getty.edu/tgn/8698582>,Alp de Montogn,,,,,,,,,
<http://vocab.getty.edu/tgn/8698764>,Crie d'en Haut,,,,Crie d'en Haut,,,,,
<http://vocab.getty.edu/tgn/8698524>,Birch,,Birch,,,,,,,
<http://vocab.getty.edu/tgn/8699259>,Boveresse,,,,Boveresse,,,,,
<http://vocab.getty.edu/tgn/8699011>,Crie d'en Bas,,,,Crie d'en Bas,,,,,
<http://vocab.getty.edu/tgn/8699192>,Moulin Roget,,,,Moulin Roget,,,,,
<http://vocab.getty.edu/tgn/8698593>,Becal,,,Becal,,,,,,
<http://vocab.getty.edu/tgn/8698957>,Briey,,,,Briey,,,,,
<http://vocab.getty.edu/tgn/8699198>,Le Martinet,,,,Le Martinet,,,,,
<http://vocab.getty.edu/tgn/8698751>,Crête,,,,Crête,,,,,
<http://vocab.getty.edu/tgn/8698796>,La Crola,,,La Crola,,,,,,
<http://vocab.getty.edu/tgn/8698674>,Borza,,,,Borza,,,,,
<http://vocab.getty.edu/tgn/8698930>,Auddes,,,,Auddes,,,,,
<http://vocab.getty.edu/tgn/8698999>,Vandoeuvres,,,,Vandoeuvres,,,,,
<http://vocab.getty.edu/tgn/8698931>,Athenaz,,,,Athenaz,,,,,
<http://vocab.getty.edu/tgn/8698694>,Cotayer,,,,Cotayer,,,,,
<http://vocab.getty.edu/tgn/8698828>,Bosciola,,,Bosciola,,,,,,
<http://vocab.getty.edu/tgn/8699205>,Vireloup,,,,Vireloup,,,,,
<http://vocab.getty.edu/tgn/8699069>,Cansumé,,,,,,,,,
<http://vocab.getty.edu/tgn/8698654>,Bourg-St-Pierre,,,,Bourg-St-Pierre,,,,,
<http://vocab.getty.edu/tgn/8698576>,Campel,,,,,,,,,
<http://vocab.getty.edu/tgn/8698992>,Bon,,,,Bon,,,,,
<http://vocab.getty.edu/tgn/8699315>,La Dogana,,,La Dogana,,,,,,
<http://vocab.getty.edu/tgn/1064349>,Saanenmöser,,,,,,,,,
<http://vocab.getty.edu/tgn/1064257>,Nesslau,,Nesslau,,,,,,,
<http://vocab.getty.edu/tgn/1064262>,Neuhausen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064261>,Neuenegg,,,,,,,,,
<http://vocab.getty.edu/tgn/1064279>,Olivone,,,Olivone,,,,,,
<http://vocab.getty.edu/tgn/1064383>,Schöftland,,,,,,,,,
<http://vocab.getty.edu/tgn/1064231>,Melide,,,Melide,,,,,,
<http://vocab.getty.edu/tgn/1064288>,Ostermundigen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064325>,Rheinfelden,,,,,,,,,
<http://vocab.getty.edu/tgn/1064292>,Peseux,,,,,,,,,
<http://vocab.getty.edu/tgn/1064321>,Reigoldswil,,,,,,,,,
<http://vocab.getty.edu/tgn/1064306>,Pratteln,,,,,,,,,
<http://vocab.getty.edu/tgn/1064214>,Münsingen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064392>,Schwanden,,,,,,,,,
<http://vocab.getty.edu/tgn/1064211>,Möhlin,,,,,,,,,
<http://vocab.getty.edu/tgn/1064296>,Pfyn,,,,,,,,,
<http://vocab.getty.edu/tgn/1064391>,Schlieren,,,,,,,,,
<http://vocab.getty.edu/tgn/1064326>,Riaz,,,,,,,,,
<http://vocab.getty.edu/tgn/1064355>,Saint-Aubin,,,,,,,,,
<http://vocab.getty.edu/tgn/1064184>,Lengnau,,,,,,,,,
<http://vocab.getty.edu/tgn/1064394>,Schwarzsee,,,,,,,,,
<http://vocab.getty.edu/tgn/1064342>,Rothrist,,,,,,,,,
<http://vocab.getty.edu/tgn/1064258>,Netstal,,Netstal,,,,,,,
<http://vocab.getty.edu/tgn/1064339>,Root,,,,,,,,,
<http://vocab.getty.edu/tgn/1064297>,Pieterlen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064384>,Schönenwerd,,,,,,,,,
<http://vocab.getty.edu/tgn/1064230>,Melchtal,,,,,,,,,
<http://vocab.getty.edu/tgn/1064210>,Märstetten,,Märstetten,,,,,,,
<http://vocab.getty.edu/tgn/1064335>,Romanshorn,,Romanshorn,,,,,,,
<http://vocab.getty.edu/tgn/1064328>,Richterswil,,Richterswil,,,,,,,
<http://vocab.getty.edu/tgn/1064389>,Schinznach Dorf,,,,,,,,,
<http://vocab.getty.edu/tgn/1064185>,Lenk,,,,,,,,,
<http://vocab.getty.edu/tgn/1064235>,Merishausen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064200>,Littau,,,,,,,,,
<http://vocab.getty.edu/tgn/1064191>,Les Mosses,,,,,,,,,
<http://vocab.getty.edu/tgn/1064363>,Saint-Ursanne,,,,,,,,,
<http://vocab.getty.edu/tgn/1064182>,Le Pont,,,,,,,,,
<http://vocab.getty.edu/tgn/1064387>,Schangnau,,,,,,,,,
<http://vocab.getty.edu/tgn/1064274>,Oberriet,,Oberriet,,,,,,,
<http://vocab.getty.edu/tgn/1064354>,Saignelégier,,,,,,,,,
<http://vocab.getty.edu/tgn/1064312>,Rümlang,,,,,,,,,
<http://vocab.getty.edu/tgn/1064228>,Meilen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064379>,Sattel,,,,,,,,,
<http://vocab.getty.edu/tgn/1064212>,Münchenbuchsee,,,,,,,,,
<http://vocab.getty.edu/tgn/1064390>,Schleitheim,,,,,,,,,
<http://vocab.getty.edu/tgn/1064270>,Oberdiessbach,,,,,,,,,
<http://vocab.getty.edu/tgn/1064263>,Nidau,,,,,,,,,
<http://vocab.getty.edu/tgn/1064265>,Niederurnen,,Niederurnen,,,,,,,
<http://vocab.getty.edu/tgn/1064277>,Oensingen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064393>,Schwarzenburg,,,,,,,,,
<http://vocab.getty.edu/tgn/1064267>,Niederweningen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064359>,Saint-Imier,,,,,,,,,
<http://vocab.getty.edu/tgn/1064205>,Lungern,,,,,,,,,
<http://vocab.getty.edu/tgn/1064282>,Onex,,,,Onex,,,,,
<http://vocab.getty.edu/tgn/1064273>,Oberried,,,,,,,,,
<http://vocab.getty.edu/tgn/1064227>,Mauensee,,,,,,,,,
<http://vocab.getty.edu/tgn/1064208>,Lyss,,,,,,,,,
<http://vocab.getty.edu/tgn/1064250>,Murgenthal,,,,,,,,,
<http://vocab.getty.edu/tgn/1064377>,Sargans,,,,,,,,,
<http://vocab.getty.edu/tgn/1064283>,Opfikon,,,,,,,,,
<http://vocab.getty.edu/tgn/1064234>,Menziken,,,,,,,,,
<http://vocab.getty.edu/tgn/1064216>,Münsterlingen,,Münsterlingen,,,,,,,
<http://vocab.getty.edu/tgn/1064193>,Les Verrières,,,,,,,,,
<http://vocab.getty.edu/tgn/1064298>,Piotta,,,Piotta,,,,,,
<http://vocab.getty.edu/tgn/1064345>,Rue,,,,,,,,,
<http://vocab.getty.edu/tgn/1064264>,Niederbipp,,,,,,,,,
<http://vocab.getty.edu/tgn/1064313>,Rüti,,Rüti,,,,,,,
<http://vocab.getty.edu/tgn/1064192>,Les Ponts-de-Martel,,,,,,,,,
<http://vocab.getty.edu/tgn/1064238>,Mollis,,Mollis,,,,,,,
<http://vocab.getty.edu/tgn/1064197>,Lichtensteig,,Lichtensteig,,,,,,,
<http://vocab.getty.edu/tgn/1064373>,Sankt Margrethen,,Sankt Margrethen,,,,,,,
<http://vocab.getty.edu/tgn/1064327>,Richisau,,,,,,,,,
<http://vocab.getty.edu/tgn/1064229>,Meiringen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064301>,Ponte Tresa,,,Ponte Tresa,,,,,,
<http://vocab.getty.edu/tgn/1064324>,Rheineck,,Rheineck,,,,,,,
<http://vocab.getty.edu/tgn/1064314>,Rafz,,,,,,,,,
<http://vocab.getty.edu/tgn/1064299>,Plaffeien,,,,,,,,,
<http://vocab.getty.edu/tgn/1064181>,Le Noirmont,,,,,,,,,
<http://vocab.getty.edu/tgn/1064240>,Montbovon,,,,,,,,,
<http://vocab.getty.edu/tgn/1064237>,Meyrin,,,,Meyrin,,,,,
<http://vocab.getty.edu/tgn/1064356>,Saint-Blaise,,,,,,,,,
<http://vocab.getty.edu/tgn/1064348>,Saanen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064318>,Regensdorf,,,,,,,,,
<http://vocab.getty.edu/tgn/1064217>,Mürren,,,,,,,,,
<http://vocab.getty.edu/tgn/1064320>,Reichenbach,,,,,,,,,
<http://vocab.getty.edu/tgn/1064241>,Montfaucon,,,,,,,,,
<http://vocab.getty.edu/tgn/1064295>,Pfaffnau,,,,,,,,,
<http://vocab.getty.edu/tgn/1064209>,Männedorf,,,,,,,,,
<http://vocab.getty.edu/tgn/1064287>,Osogna,,,Osogna,,,,,,
<http://vocab.getty.edu/tgn/1064219>,Magglingen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064369>,San Carlo,,,San Carlo,,,,,,
<http://vocab.getty.edu/tgn/1064199>,Linthal,,,,,,,,,
<http://vocab.getty.edu/tgn/1064278>,Oftringen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064188>,Les Diablerets,,,,Les Diablerets,,,,,
<http://vocab.getty.edu/tgn/1064305>,Posieux,,,,,,,,,
<http://vocab.getty.edu/tgn/1064213>,Münchenstein,,,,,,,,,
<http://vocab.getty.edu/tgn/1064311>,Röthenbach,,,,,,,,,
<http://vocab.getty.edu/tgn/1064271>,Oberengstringen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064347>,Sörenberg,,,,,,,,,
<http://vocab.getty.edu/tgn/1064249>,Muotathal,,,,,,,,,
<http://vocab.getty.edu/tgn/1025444>,Berndorf,,,,,,,,,
<http://vocab.getty.edu/tgn/1031304>,Hyvinkää,,,,,,,,,
<http://vocab.getty.edu/tgn/1027507>,Rudolfov,,,,,,,,,
<http://vocab.getty.edu/tgn/1027344>,Litvínov,,,,,,,,,
<http://vocab.getty.edu/tgn/1025990>,Rauris,,,,,,,,,
<http://vocab.getty.edu/tgn/1028579>,Bowdon,Bowdon,,,,,,,,
<http://vocab.getty.edu/tgn/1025751>,Längenfeld,,,,,,,,,
<http://vocab.getty.edu/tgn/1025644>,Hard,,,,,,,,,
<http://vocab.getty.edu/tgn/1027299>,Kraslice,,,,,,,,,
<http://vocab.getty.edu/tgn/1026013>,Saalfelden,,,,,,,,,
<http://vocab.getty.edu/tgn/1025669>,Hohenems,,,,,,,,,
<http://vocab.getty.edu/tgn/1025533>,Felixdorf,,,,,,,,,
<http://vocab.getty.edu/tgn/1025956>,Pottendorf,,,,,,,,,
<http://vocab.getty.edu/tgn/1030739>,Staplehurst,Staplehurst,,,,,,,,
<http://vocab.getty.edu/tgn/1029764>,Knebworth,Knebworth,,,,,,,,
<http://vocab.getty.edu/tgn/1028299>,Altrincham,Altrincham,,,,,,,,
<http://vocab.getty.edu/tgn/1025948>,Pians,,,,,,,,,
<http://vocab.getty.edu/tgn/1025649>,Heidenreichstein,,,,,,,,,
<http://vocab.getty.edu/tgn/1026247>,Wolfurt,,,,,,,,,
<http://vocab.getty.edu/tgn/1029577>,Hoddesdon,,,,,,,,,
<http://vocab.getty.edu/tgn/1030747>,Stockbridge,Stockbridge,,,,,,,,
<http://vocab.getty.edu/tgn/1027461>,Pelhřimov,,,,,,,,,
<http://vocab.getty.edu/tgn/1030472>,Rugby,Rugby,,,,,,,,
<http://vocab.getty.edu/tgn/1030297>,Pendlebury,Pendlebury,,,,,,,,
<http://vocab.getty.edu/tgn/1026018>,Sankt Andrä,,,,,,,,,
<http://vocab.getty.edu/tgn/1025900>,Obergurgl,,,,,,,,,
<http://vocab.getty.edu/tgn/1026051>,Sankt Veit an der Glan,,,,,,,,,
<http://vocab.getty.edu/tgn/1026030>,Sankt Johann im Pongau,,,,,,,,,
<http://vocab.getty.edu/tgn/1029037>,Denham,,,,,,,,,
<http://vocab.getty.edu/tgn/1027169>,Dvůr Králové,,,,,,,,,
<http://vocab.getty.edu/tgn/1030744>,Stevenage,Stevenage,,,,,,,,
<http://vocab.getty.edu/tgn/1027273>,Kladno,,,,,,,,,
<http://vocab.getty.edu/tgn/1030136>,New Alresford,New Alresford,,,,,,,,
<http://vocab.getty.edu/tgn/1028585>,Boxmoor,,,,,,,,,
<http://vocab.getty.edu/tgn/1025805>,Möllersdorf,,,,,,,,,
<http://vocab.getty.edu/tgn/1025456>,Bludenz,,,,,,,,,
<http://vocab.getty.edu/tgn/1027370>,Mariánské Lázně,,,,,,,,,
<http://vocab.getty.edu/tgn/1027016>,Červený Kostelec,,,,,,,,,
<http://vocab.getty.edu/tgn/1025977>,Radstadt,,,,,,,,,
<http://vocab.getty.edu/tgn/1025984>,Rankweil,,,,,,,,,
<http://vocab.getty.edu/tgn/1031182>,Woking,Woking,,,,,,,,
<http://vocab.getty.edu/tgn/1027394>,Moravská Třebová,,,,,,,,,
<http://vocab.getty.edu/tgn/1027423>,Nové Město nad Metují,,,,,,,,,
<http://vocab.getty.edu/tgn/1025641>,Hall in Tirol,,,,,,,,,
<http://vocab.getty.edu/tgn/1029771>,Knutsford,,,,,,,,,
