Concept,Label,@en,@de,@it,@fr,@hu,@ca,@ru,@es,@el-latn
<http://vocab.getty.edu/tgn/1064410>,Signau,,,,,,,,,
<http://vocab.getty.edu/tgn/1064399>,Seen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064406>,Seuzach,,"""Seuzach""@de",,,,,,,
<http://vocab.getty.edu/tgn/4000971>,Aurigeno,,,"""Aurigeno""@it",,,,,,
<http://vocab.getty.edu/tgn/1065214>,Rab,,,,,,,,,
<http://vocab.getty.edu/tgn/1064514>,Wassen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064398>,Seeberg,,,,,,,,,
<http://vocab.getty.edu/tgn/4000904>,Assens,,,,,,,,,
<http://vocab.getty.edu/tgn/1064494>,Villmergen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064476>,Uznach,,"""Uznach""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064422>,Sonceboz,,,,,,,,,
<http://vocab.getty.edu/tgn/4002632>,Chironico,,,"""Chironico""@it",,,,,,
<http://vocab.getty.edu/tgn/1064534>,Wolfenschiessen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064472>,Unterwasser,,,,,,,,,
<http://vocab.getty.edu/tgn/1064505>,Wängi,,"""Wängi""@de",,,,,,,
<http://vocab.getty.edu/tgn/4002328>,Castel San Pietro,,,"""Castel San Pietro""@it",,,,,,
<http://vocab.getty.edu/tgn/1064523>,Wetzikon,,"""Wetzikon""@de",,,,,,,
<http://vocab.getty.edu/tgn/1092341>,Saint-Denis,,,,,,,,,
<http://vocab.getty.edu/tgn/1137031>,Førde,,,,,,,,,
<http://vocab.getty.edu/tgn/1065291>,Velenje,,,,,,,,,
<http://vocab.getty.edu/tgn/1138710>,Muri,,,,,,,,,
<http://vocab.getty.edu/tgn/4002765>,Col des Roches,,,,,,,,,
<http://vocab.getty.edu/tgn/1138709>,Kirchberg,,"""Kirchberg""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064451>,Thalwil,,,,,,,,,
<http://vocab.getty.edu/tgn/1064504>,Würenlingen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064411>,Sigriswil,,,,,,,,,
<http://vocab.getty.edu/tgn/1064529>,Willisau,,,,,,,,,
<http://vocab.getty.edu/tgn/1065076>,Kraljevica,,,,,,,,,
<http://vocab.getty.edu/tgn/4002604>,Cheyres,,,,,,,,,
<http://vocab.getty.edu/tgn/1064528>,Wildhaus,,"""Wildhaus""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064483>,Vaulruz,,,,,,,,,
<http://vocab.getty.edu/tgn/1064550>,Zuchwil,,,,,,,,,
<http://vocab.getty.edu/tgn/1064408>,Siebnen,,"""Siebnen""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064549>,Zollikon,,,,,,,,,
<http://vocab.getty.edu/tgn/4000319>,Årstad,,,,,,,,,
<http://vocab.getty.edu/tgn/1137835>,Leninsk,,,,,,,,,
<http://vocab.getty.edu/tgn/4001853>,Bressaucourt,,,,,,,,,
<http://vocab.getty.edu/tgn/1064449>,Teufen,,"""Teufen""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064478>,Vättis,,,,,,,,,
<http://vocab.getty.edu/tgn/1064403>,Sennwald,,"""Sennwald""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064547>,Zofingen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064487>,Vernier,,,,"""Vernier""@fr",,,,,
<http://vocab.getty.edu/tgn/1064485>,Vergeletto,,,"""Vergeletto""@it",,,,,,
<http://vocab.getty.edu/tgn/1064464>,Turbenthal,,"""Turbenthal""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064516>,Wattwil,,"""Wattwil""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064477>,Vésenaz,,,,"""Vésenaz""@fr",,,,,
<http://vocab.getty.edu/tgn/1064407>,Sevelen,,"""Sevelen""@de",,,,,,,
<http://vocab.getty.edu/tgn/4002068>,Cademario,,,"""Cademario""@it",,,,,,
<http://vocab.getty.edu/tgn/1064527>,Wildegg,,,,,,,,,
<http://vocab.getty.edu/tgn/1064473>,Urnäsch,,"""Urnäsch""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064423>,Sonogno,,,"""Sonogno""@it",,,,,,
<http://vocab.getty.edu/tgn/1064541>,Zell,,,,,,,,,
<http://vocab.getty.edu/tgn/1064520>,Weisstannen,,,,,,,,,
<http://vocab.getty.edu/tgn/1138708>,Buchs,,,,,,,,,
<http://vocab.getty.edu/tgn/4001438>,Berlens,,,,,,,,,
<http://vocab.getty.edu/tgn/4001498>,Biberist,,,,,,,,,
<http://vocab.getty.edu/tgn/1064433>,Stansstad,,,,,,,,,
<http://vocab.getty.edu/tgn/1064436>,Steg,,"""Steg""@de",,,,,,,
<http://vocab.getty.edu/tgn/4000582>,Alt Sankt Johann,,"""Alt Sankt Johann""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064510>,Wallisellen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064400>,Seengen,,,,,,,,,
<http://vocab.getty.edu/tgn/4001779>,Brè,,,"""Brè""@it",,,,,,
<http://vocab.getty.edu/tgn/4001039>,Böttstein,,,,,,,,,
<http://vocab.getty.edu/tgn/1064439>,Suhr,,,,,,,,,
<http://vocab.getty.edu/tgn/1064507>,Waldenburg,,,,,,,,,
<http://vocab.getty.edu/tgn/1138707>,Bürglen,,"""Bürglen""@de",,,,,,,
<http://vocab.getty.edu/tgn/4000975>,Ausserbinn,,"""Ausserbinn""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064506>,Wald,,"""Wald""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064458>,Trasadingen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064429>,Stöckalp,,,,,,,,,
<http://vocab.getty.edu/tgn/1064508>,Waldstatt,,"""Waldstatt""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064503>,Wädenswil,,,,,,,,,
<http://vocab.getty.edu/tgn/1064496>,Vira,,,"""Vira""@it",,,,,,
<http://vocab.getty.edu/tgn/4001947>,Bubikon,,"""Bubikon""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064416>,Sirnach,,"""Sirnach""@de",,,,,,,
<http://vocab.getty.edu/tgn/4001368>,Bellikon,,,,,,,,,
<http://vocab.getty.edu/tgn/1064428>,Stäfa,,,,,,,,,
<http://vocab.getty.edu/tgn/4000844>,Arnsburg,,,,,,,,,
<http://vocab.getty.edu/tgn/1064404>,Seon,,,,,,,,,
<http://vocab.getty.edu/tgn/1065293>,Tržič,,,,,,,,,
<http://vocab.getty.edu/tgn/1064952>,Brijuni,,,,,,,,,
<http://vocab.getty.edu/tgn/1138711>,Reinach,,,,,,,,,
<http://vocab.getty.edu/tgn/1064471>,Unterterzen,,"""Unterterzen""@de",,,,,,,
<http://vocab.getty.edu/tgn/1064469>,Unterschächen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064512>,Wangs,,,,,,,,,
<http://vocab.getty.edu/tgn/1064479>,Valangin,,,,,,,,,
<http://vocab.getty.edu/tgn/4001725>,Bottens,,,,,,,,,
<http://vocab.getty.edu/tgn/4001164>,Ballaigues,,,,,,,,,
<http://vocab.getty.edu/tgn/1064452>,Thayngen,,"""Thayngen""@de",,,,,,,
<http://vocab.getty.edu/tgn/8703086>,Rothernburg,,,,,,,,,
<http://vocab.getty.edu/tgn/8703120>,Menznau,,,,,,,,,
<http://vocab.getty.edu/tgn/8703152>,La Dernier,,,,,,,,,
<http://vocab.getty.edu/tgn/8703177>,Guraletsch,,,,,,,,,
<http://vocab.getty.edu/tgn/8703167>,Habkern,,,,,,,,,
<http://vocab.getty.edu/tgn/8703163>,Hägendorf,,,,,,,,,
<http://vocab.getty.edu/tgn/8702979>,Cointrin,,,,,,,,,
<http://vocab.getty.edu/tgn/8703003>,Beuson,,,,,,,,,
<http://vocab.getty.edu/tgn/8703110>,Oberwangen,,"""Oberwangen""@de",,,,,,,
<http://vocab.getty.edu/tgn/8703092>,Oeschberg,,,,,,,,,
<http://vocab.getty.edu/tgn/8703105>,Oberwil,,,,,,,,,
<http://vocab.getty.edu/tgn/8703171>,Gütsch,,,,,,,,,
<http://vocab.getty.edu/tgn/8703202>,Farvagny-le-Petit,,,,,,,,,
<http://vocab.getty.edu/tgn/8703002>,Bevaix,,,,,,,,,
<http://vocab.getty.edu/tgn/8703089>,Oetwil an der Limmat,,,,,,,,,
<http://vocab.getty.edu/tgn/8703043>,Sommerau,,,,,,,,,
<http://vocab.getty.edu/tgn/8703166>,Habsburg,,,,,,,,,
<http://vocab.getty.edu/tgn/8703175>,Gurnigelbad,,,,,,,,,
<http://vocab.getty.edu/tgn/8703193>,Feldbach,,"""Feldbach""@de",,,,,,,
<http://vocab.getty.edu/tgn/8702993>,Cierfs,,,,,,,,,
<http://vocab.getty.edu/tgn/8703160>,Hagneck,,,,,,,,,
<http://vocab.getty.edu/tgn/8703179>,Gunzgen,,,,,,,,,
<http://vocab.getty.edu/tgn/8703182>,Fermelberg,,,,,,,,,
<http://vocab.getty.edu/tgn/8702980>,Coeuve,,,,,,,,,
<http://vocab.getty.edu/tgn/8703069>,Rudolfstetten,,,,,,,,,
<http://vocab.getty.edu/tgn/8703106>,Oberwil,,,,,,,,,
<http://vocab.getty.edu/tgn/8703090>,Oetwil am See,,"""Oetwil am See""@de",,,,,,,
<http://vocab.getty.edu/tgn/8703103>,Oberwilen,,,,,,,,,
<http://vocab.getty.edu/tgn/8703088>,Oey,,,,,,,,,
<http://vocab.getty.edu/tgn/8703178>,Gunzwil,,,,,,,,,
<http://vocab.getty.edu/tgn/8703164>,Hagenbuch,,"""Hagenbuch""@de",,,,,,,
<http://vocab.getty.edu/tgn/8703053>,Siviriez,,,,,,,,,
<http://vocab.getty.edu/tgn/8703169>,Güttingen,,"""Güttingen""@de",,,,,,,
<http://vocab.getty.edu/tgn/8703034>,Sauverny,,,,"""Sauverny""@fr",,,,,
<http://vocab.getty.edu/tgn/8703190>,Feldmeilen,,,,,,,,,
<http://vocab.getty.edu/tgn/8703173>,Gurtnellen,,,,,,,,,
<http://vocab.getty.edu/tgn/8703213>,Chézard-Saint-Martin,,,,,,,,,
<http://vocab.getty.edu/tgn/8703099>,Obstalden,,"""Obstalden""@de",,,,,,,
<http://vocab.getty.edu/tgn/8703216>,Chevroux,,,,,,,,,
<http://vocab.getty.edu/tgn/8703151>,Ladholz,,,,,,,,,
<http://vocab.getty.edu/tgn/8703134>,Lamboing,,,,,,,,,
<http://vocab.getty.edu/tgn/8703212>,Chez-le-Bart,,,,,,,,,
<http://vocab.getty.edu/tgn/8703101>,Oberzelg,,,,,,,,,
<http://vocab.getty.edu/tgn/8703219>,Chesières,,,,"""Chesières""@fr",,,,,
<http://vocab.getty.edu/tgn/8703082>,Rotkreuz,,,,,,,,,
<http://vocab.getty.edu/tgn/8702999>,Bévilard,,,,,,,,,
<http://vocab.getty.edu/tgn/8703130>,Melchnau,,,,,,,,,
<http://vocab.getty.edu/tgn/8703135>,La Lécherette,,,,"""La Lécherette""@fr",,,,,
<http://vocab.getty.edu/tgn/8703102>,Ober-Wohlen,,,,,,,,,
<http://vocab.getty.edu/tgn/8703064>,Rueyres,,,,,,,,,
<http://vocab.getty.edu/tgn/8703107>,Oberwil,,,,,,,,,
<http://vocab.getty.edu/tgn/8703087>,Rothenthurm,,,,,,,,,
<http://vocab.getty.edu/tgn/8703149>,Ladir,,,,,,,,,
<http://vocab.getty.edu/tgn/8702982>,Clugin,,,,,,,,,
<http://vocab.getty.edu/tgn/8703066>,Ruèras,,,,,,,,,
<http://vocab.getty.edu/tgn/8703070>,Rüdlingen,,,,,,,,,
<http://vocab.getty.edu/tgn/8703137>,Lajoux,,,,,,,,,
<http://vocab.getty.edu/tgn/8703197>,Fehraltorf,,"""Fehraltorf""@de",,,,,,,
<http://vocab.getty.edu/tgn/8703199>,Faulensee,,,,,,,,,
<http://vocab.getty.edu/tgn/8703153>,La Cure,,,,,,,,,
<http://vocab.getty.edu/tgn/8703004>,Bettlach,,,,,,,,,
<http://vocab.getty.edu/tgn/8703147>,La Ferrière,,,,,,,,,
<http://vocab.getty.edu/tgn/8703104>,Oberwil,,,,,,,,,
<http://vocab.getty.edu/tgn/8703121>,Menzingen,,,,,,,,,
<http://vocab.getty.edu/tgn/8703100>,Obfelden,,,,,,,,,
<http://vocab.getty.edu/tgn/8703215>,Chexbres,,,,,,,,,
<http://vocab.getty.edu/tgn/8703007>,Bettelried,,,,,,,,,
<http://vocab.getty.edu/tgn/8703000>,Bevers,,,,,,,,,
<http://vocab.getty.edu/tgn/8703161>,Hägglingen,,,,,,,,,
<http://vocab.getty.edu/tgn/8702992>,Ciernes-Picat,,,,,,,,,
<http://vocab.getty.edu/tgn/8703017>,Bernex,,,,"""Bernex""@fr",,,,,
<http://vocab.getty.edu/tgn/8702985>,Clavadel,,,,,,,,,
<http://vocab.getty.edu/tgn/8703156>,La Côte-aux-Fées,,,,,,,,,
<http://vocab.getty.edu/tgn/8703118>,Merenschwand,,,,,,,,,
<http://vocab.getty.edu/tgn/8703057>,Siselen,,,,,,,,,
<http://vocab.getty.edu/tgn/8703145>,La Forclaz,,,,,,,,,
<http://vocab.getty.edu/tgn/8703006>,Betten,,"""Betten""@de",,,,,,,
<http://vocab.getty.edu/tgn/8703157>,Haldenstein,,,,,,,,,
<http://vocab.getty.edu/tgn/8703194>,Feldbach,,"""Feldbach""@de",,,,,,,
<http://vocab.getty.edu/tgn/8702997>,Beznau,,,,,,,,,
<http://vocab.getty.edu/tgn/8703139>,La Heutte,,,,,,,,,
<http://vocab.getty.edu/tgn/8703015>,Berninahäuser,,,,,,,,,
<http://vocab.getty.edu/tgn/8703218>,Chevenez,,,,,,,,,
<http://vocab.getty.edu/tgn/8703109>,Oberweningen,,,,,,,,,
<http://vocab.getty.edu/tgn/8703097>,Ochlenberg,,,,,,,,,
<http://vocab.getty.edu/tgn/8703005>,Bettingen,,,,,,,,,
<http://vocab.getty.edu/tgn/8703205>,Choindez,,,,,,,,,
<http://vocab.getty.edu/tgn/8703113>,Mervelier,,,,,,,,,
<http://vocab.getty.edu/tgn/8703183>,Ferenbalm,,,,,,,,,
<http://vocab.getty.edu/tgn/8703114>,Merligen,,,,,,,,,
<http://vocab.getty.edu/tgn/8703221>,Chermignon-d'en Haut,,,,,,,,,
<http://vocab.getty.edu/tgn/8703072>,Rubigen,,,,,,,,,
<http://vocab.getty.edu/tgn/8702989>,Cinuskel,,,,,,,,,
<http://vocab.getty.edu/tgn/8703095>,Ocourt,,,,,,,,,
<http://vocab.getty.edu/tgn/8703008>,Betschwanden,,,,,,,,,
<http://vocab.getty.edu/tgn/8703071>,Rüderswil,,,,,,,,,
<http://vocab.getty.edu/tgn/8703196>,Felben,,"""Felben""@de",,,,,,,
<http://vocab.getty.edu/tgn/8703189>,Feldmoos,,,,,,,,,
<http://vocab.getty.edu/tgn/8703067>,Rüeggisberg,,,,,,,,,
<http://vocab.getty.edu/tgn/8703187>,Felsberg,,,,,,,,,
<http://vocab.getty.edu/tgn/4011965>,Vuadens,,,,,,,,,
<http://vocab.getty.edu/tgn/4004418>,Gonda,,,,,,,,,
<http://vocab.getty.edu/tgn/4004971>,Hermance,,,,,,,,,
<http://vocab.getty.edu/tgn/4002973>,Cournillens,,,,,,,,,
<http://vocab.getty.edu/tgn/4003210>,Degersheim,,"""Degersheim""@de",,,,,,,
<http://vocab.getty.edu/tgn/4007243>,Minusio,,,"""Minusio""@it",,,,,,
<http://vocab.getty.edu/tgn/4002899>,Cornol,,,,,,,,,
<http://vocab.getty.edu/tgn/4010135>,Satigny,,,,"""Satigny""@fr",,,,,
<http://vocab.getty.edu/tgn/4008112>,Oberwinterthur,,,,,,,,,
<http://vocab.getty.edu/tgn/4011124>,Thônex,,,,,,,,,
<http://vocab.getty.edu/tgn/4007714>,Navegna,,,,,,,,,
<http://vocab.getty.edu/tgn/4010601>,Sonvilier,,,,,,,,,
<http://vocab.getty.edu/tgn/4009545>,Sézegnin,,,,"""Sézegnin""@fr",,,,,
<http://vocab.getty.edu/tgn/4004966>,Hergiswald,,,,,,,,,
<http://vocab.getty.edu/tgn/4005470>,Jussy,,,,"""Jussy""@fr",,,,,
<http://vocab.getty.edu/tgn/4007555>,Mosogno Sotto,,,,,,,,,
<http://vocab.getty.edu/tgn/4003353>,Doppleschwand,,,,,,,,,
<http://vocab.getty.edu/tgn/4009854>,Salou,,,,,,,,,
<http://vocab.getty.edu/tgn/4011133>,Thaur,,,,,,,,,
<http://vocab.getty.edu/tgn/4007596>,Much Hadham,"""Much Hadham""@en",,,,,,,,
<http://vocab.getty.edu/tgn/4004909>,Heiligenkreuz,,,,,,,,,
<http://vocab.getty.edu/tgn/4004511>,Grangettes,,,,"""Grangettes""@fr",,,,,
<http://vocab.getty.edu/tgn/4005526>,Kaiseraugst,,,,,,,,,
<http://vocab.getty.edu/tgn/4002911>,Corsier,,,,"""Corsier""@fr",,,,,
<http://vocab.getty.edu/tgn/4003827>,Fanzolo,,,,,,,,,
<http://vocab.getty.edu/tgn/4003651>,Ennetbaden,,,,,,,,,
<http://vocab.getty.edu/tgn/4007735>,Negrentino,,,"""Negrentino""@it",,,,,,
<http://vocab.getty.edu/tgn/4004468>,Gränichen,,,,,,,,,
<http://vocab.getty.edu/tgn/4005703>,Kinderdijk,,,,,,,,,
<http://vocab.getty.edu/tgn/4008082>,Oberdorf,,,,,,,,,
<http://vocab.getty.edu/tgn/4007090>,Mellingen,,,,,,,,,
<http://vocab.getty.edu/tgn/4008855>,Portmeirion,,,,,,,,,
<http://vocab.getty.edu/tgn/4004433>,Gorgier,,,,,,,,,
<http://vocab.getty.edu/tgn/4006714>,Mönchaltorf,,"""Mönchaltorf""@de",,,,,,,
<http://vocab.getty.edu/tgn/4012118>,Weisslingen,,"""Weisslingen""@de",,,,,,,
<http://vocab.getty.edu/tgn/4003925>,Fislisbach,,,,,,,,,
<http://vocab.getty.edu/tgn/4006591>,Lotzwil,,,,,,,,,
<http://vocab.getty.edu/tgn/4011531>,Ursy,,,,,,,,,
<http://vocab.getty.edu/tgn/4011543>,Uttwil,,"""Uttwil""@de",,,,,,,
<http://vocab.getty.edu/tgn/4011549>,Niederuzwil,,"""Niederuzwil""@de",,,,,,,
<http://vocab.getty.edu/tgn/4012137>,Wenslingen,,,,,,,,,
<http://vocab.getty.edu/tgn/4008834>,Porsel,,,,,,,,,
<http://vocab.getty.edu/tgn/4011811>,Vild,,,,,,,,,
<http://vocab.getty.edu/tgn/4007152>,Mettmenstetten,,,,,,,,,
<http://vocab.getty.edu/tgn/4006514>,Loco,,,"""Loco""@it",,,,,,
<http://vocab.getty.edu/tgn/4003963>,Fokís,"""Phocis""@en",,,,,,,,
<http://vocab.getty.edu/tgn/4003538>,Egg,,,,,,,,,
<http://vocab.getty.edu/tgn/4004295>,Genthod,,,,"""Genthod""@fr",,,,,
<http://vocab.getty.edu/tgn/4011024>,Taplow,,,,,,,,,
<http://vocab.getty.edu/tgn/4006381>,Ligornetto,,,"""Ligornetto""@it",,,,,,
<http://vocab.getty.edu/tgn/4002771>,Coldrerio,,,"""Coldrerio""@it",,,,,,
<http://vocab.getty.edu/tgn/4008092>,Oberlunkhofen,,,,,,,,,
<http://vocab.getty.edu/tgn/4008096>,Oberneunforn,,"""Oberneunforn""@de",,,,,,,
<http://vocab.getty.edu/tgn/4004506>,Le Grand-Saconnex,,,,,,,,,
<http://vocab.getty.edu/tgn/4010276>,Seedorf,,,,,,,,,
<http://vocab.getty.edu/tgn/4004218>,Gambarogno,,,,,,,,,
<http://vocab.getty.edu/tgn/4003185>,Davos-Platz,,,,,,,,,
<http://vocab.getty.edu/tgn/4006564>,Loosdrecht,,,,,,,,,
<http://vocab.getty.edu/tgn/4011084>,Tenero,,,"""Tenero""@it",,,,,,
<http://vocab.getty.edu/tgn/4010021>,Sankt Wolfgang,,,,,,,,,
<http://vocab.getty.edu/tgn/4005895>,Kyburg,,"""Kyburg""@de",,,,,,,
<http://vocab.getty.edu/tgn/4011172>,Thunstetten,,,,,,,,,
<http://vocab.getty.edu/tgn/4010817>,Stonegrave,"""Stonegrave""@en",,,,,,,,
<http://vocab.getty.edu/tgn/4009401>,Romoos,,,,,,,,,
<http://vocab.getty.edu/tgn/4005033>,Hilterfingen,,,,,,,,,
<http://vocab.getty.edu/tgn/4009110>,Rapperswil,,,,,,,,,
<http://vocab.getty.edu/tgn/4003352>,Doorwerth,,,,,,,,,
<http://vocab.getty.edu/tgn/4003407>,Druogno,,,,,,,,,
<http://vocab.getty.edu/tgn/4007021>,Maur,,,,,,,,,
<http://vocab.getty.edu/tgn/4002912>,Cortaillod,,,,,,,,,
<http://vocab.getty.edu/tgn/4004577>,Greppen,,,,,,,,,
<http://vocab.getty.edu/tgn/4002852>,Confignon,,,,"""Confignon""@fr",,,,,
<http://vocab.getty.edu/tgn/4007641>,Muzzano,,,,,,,,,
<http://vocab.getty.edu/tgn/4004918>,Hejnice,,,,,,,,,
<http://vocab.getty.edu/tgn/4007124>,Meride,,,"""Meride""@it",,,,,,
<http://vocab.getty.edu/tgn/4004999>,Hettlingen,,"""Hettlingen""@de",,,,,,,
<http://vocab.getty.edu/tgn/4004065>,Frauenkirch,,,,,,,,,
<http://vocab.getty.edu/tgn/4004750>,Halland,,,,,,,,,
<http://vocab.getty.edu/tgn/4003922>,Fischingen,,"""Fischingen""@de",,,,,,,
<http://vocab.getty.edu/tgn/4003018>,Crémines,,,,,,,,,
<http://vocab.getty.edu/tgn/4004870>,Hauterive,,,,,,,,,
<http://vocab.getty.edu/tgn/4006008>,La Tour-de-Trême,,,,,,,,,
<http://vocab.getty.edu/tgn/4006711>,Môtiers,,,,,,,,,
<http://vocab.getty.edu/tgn/4005908>,Léchelles,,,,,,,,,
<http://vocab.getty.edu/tgn/4010182>,Schönthal,,,,,,,,,
<http://vocab.getty.edu/tgn/4010279>,Seelisberg,,,,,,,,,
<http://vocab.getty.edu/tgn/4003140>,Dallenwil,,,,,,,,,
<http://vocab.getty.edu/tgn/4006586>,Losone,,,"""Losone""@it",,,,,,
<http://vocab.getty.edu/tgn/4003745>,Ettiswill,,,,,,,,,
<http://vocab.getty.edu/tgn/4011378>,Troinex,,,,"""Troinex""@fr",,,,,
<http://vocab.getty.edu/tgn/4009225>,Rheinau,,,,,,,,,
<http://vocab.getty.edu/tgn/4010978>,Tänikon,,"""Tänikon""@de",,,,,,,
<http://vocab.getty.edu/tgn/4012014>,"Wallonne, Région","""Wallonia""@en",,,,,,,,
<http://vocab.getty.edu/tgn/4005182>,Huis ter Heide,,,,,,,,,
<http://vocab.getty.edu/tgn/4010629>,Sottoceneri,,,,,,,,,
<http://vocab.getty.edu/tgn/4010780>,Stetten,,,,,,,,,
<http://vocab.getty.edu/tgn/4003162>,Dardagny,,,,"""Dardagny""@fr",,,,,
<http://vocab.getty.edu/tgn/4010658>,Southsea,"""Southsea""@en",,,,,,,,
<http://vocab.getty.edu/tgn/4003863>,Feldbrunnen,,,,,,,,,
<http://vocab.getty.edu/tgn/4003465>,Duszniki Zdroj,,,,,,,,,
<http://vocab.getty.edu/tgn/7010570>,Beauvais,,,,,,,,,
<http://vocab.getty.edu/tgn/7010514>,Sopron,,,,,,,,,
<http://vocab.getty.edu/tgn/7009860>,Solna,,,,,,,,,
<http://vocab.getty.edu/tgn/7009960>,Tampere,,,,,,,,,
<http://vocab.getty.edu/tgn/7010279>,Ambleside,"""Ambleside""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7010282>,Serpukhov,,,,,,,,,
<http://vocab.getty.edu/tgn/7009954>,Göteborg,"""Gothenburg""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7008991>,Bourg-la-Reine,,,,,,,,,
<http://vocab.getty.edu/tgn/7010398>,Cori,,,,,,,,,
<http://vocab.getty.edu/tgn/7010874>,Cambridge,"""Cambridge""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7010190>,Magnitogorsk,,,,,,,,,
<http://vocab.getty.edu/tgn/7009899>,Scalloway,"""Scalloway""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7010689>,Bakewell,,,,,,,,,
<http://vocab.getty.edu/tgn/7010420>,Madrid,,,,,,,,,
<http://vocab.getty.edu/tgn/7010380>,Puglia,"""Apulia""@en",,"""Puglia""@it",,,,,,
<http://vocab.getty.edu/tgn/7010280>,Saratov,,,,,,,,,
<http://vocab.getty.edu/tgn/7009065>,Créteil,,,,,,,,,
<http://vocab.getty.edu/tgn/7010666>,Plovdiv,,,,,,,,,
<http://vocab.getty.edu/tgn/7010734>,Kórinthos,"""Corinth""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7009550>,Queensferry,"""Queensferry""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7010442>,Leeds,"""Leeds""@en-gb",,,,,,,,
<http://vocab.getty.edu/tgn/7009573>,Oslo,,,,,,,,,
<http://vocab.getty.edu/tgn/7010598>,Port Sunlight,"""Port Sunlight""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7010427>,Preston,"""Preston""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7009880>,Helsinki,,,,,,,,,
<http://vocab.getty.edu/tgn/7009898>,Sandwick,"""Sandwick""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7010051>,Middlesbrough,"""Middlesbrough""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7009565>,Modena,,,"""Modena""@it",,,,,,
<http://vocab.getty.edu/tgn/7010031>,Värmland,,,,,,,,,
<http://vocab.getty.edu/tgn/7010880>,Kastoría,,,,,,,,,
<http://vocab.getty.edu/tgn/7010547>,Buda,,,,,,,,,
<http://vocab.getty.edu/tgn/7010300>,Tashkent,"""Tashkent""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7010534>,Bolton,"""Bolton""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7009204>,Gif-sur-Yvette,,,,,,,,,
<http://vocab.getty.edu/tgn/7010597>,Liverpool,"""Liverpool""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7009837>,Lund,,,,,,,,,
<http://vocab.getty.edu/tgn/7009761>,Visby,,,,,,,,,
<http://vocab.getty.edu/tgn/7010360>,Espoo,,,,,,,,,
<http://vocab.getty.edu/tgn/7010843>,Khaniá,,,,,,,,,"""Khaniá""@el-latn"
<http://vocab.getty.edu/tgn/7010692>,Sheffield,"""Sheffield""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7010776>,Braga,,,,,,,,,
<http://vocab.getty.edu/tgn/7010542>,Győr,,,,,"""Győr""@hu",,,,
<http://vocab.getty.edu/tgn/7010684>,Derby,"""Derby""@en-gb",,,,,,,,
<http://vocab.getty.edu/tgn/7009596>,Trondheim,,,,,,,,,
<http://vocab.getty.edu/tgn/7010041>,Clichy,,,,,,,,,
<http://vocab.getty.edu/tgn/7009546>,Edinburgh,"""Edinburgh""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7009604>,País Vasco,"""Basque Provinces""@en",,,,,,,"""País Vasco""@es",
<http://vocab.getty.edu/tgn/7009852>,Sigtuna,,,,,,,,,
<http://vocab.getty.edu/tgn/7010413>,Madrid,,,,,,,,,
<http://vocab.getty.edu/tgn/7009120>,León,,,,,,,,,
<http://vocab.getty.edu/tgn/7010025>,Verucchio,,,,,,,,,
<http://vocab.getty.edu/tgn/7010097>,Vyborg,,,,,,,,,
<http://vocab.getty.edu/tgn/7010559>,Hale,,,,,,,,,
<http://vocab.getty.edu/tgn/7010770>,Dhelfoi,"""Delphi""@en",,,,,,,,"""Dhelfoí""@el-latn"
<http://vocab.getty.edu/tgn/7009882>,Jyväskylä,,,,,,,,,
