Concept,Label,@en,@de,@it,@fr,@hu,@ca,@ru,@es,@el-latn,Lat,Long
<http://vocab.getty.edu/tgn/8702543>,Bissegg,,"""Bissegg""@de",,,,,,,,47.56199,9.044926
<http://vocab.getty.edu/tgn/8702495>,Founex,,,,"""Founex""@fr",,,,,,46.333079,6.196013
<http://vocab.getty.edu/tgn/8702580>,Staffelbach,,,,,,,,,,47.281779,8.047266
<http://vocab.getty.edu/tgn/8702471>,Hertenstein,,,,,,,,,,47.033333,8.4
<http://vocab.getty.edu/tgn/8702526>,Cornaux,,,,,,,,,,47.083333,7.016667
<http://vocab.getty.edu/tgn/8702557>,Aesch,,,,,,,,,,46.883333,8.8
<http://vocab.getty.edu/tgn/8702598>,Spitelrüti,,,,,,,,,,46.883333,8.883333
<http://vocab.getty.edu/tgn/8702563>,Aecherli,,,,,,,,,,46.833333,8.183333
<http://vocab.getty.edu/tgn/8702508>,Flurlingen,,,,,,,,,,47.685442,8.630654
<http://vocab.getty.edu/tgn/8702636>,Otelfingen,,,,,,,,,,47.462257,8.387928
<http://vocab.getty.edu/tgn/8702645>,Orvin,,,,,,,,,,47.160814,7.2151
<http://vocab.getty.edu/tgn/8702572>,Ackersand,,"""Ackersand""@de",,,,,,,,46.240499,7.875119
<http://vocab.getty.edu/tgn/8702691>,La Praz,,,,,,,,,,46.667497,6.426987
<http://vocab.getty.edu/tgn/8702570>,Aclas Dafora,,,,,,,,,,46.694877,9.639743
<http://vocab.getty.edu/tgn/8702547>,Birrwil,,,,,,,,,,47.288601,8.200039
<http://vocab.getty.edu/tgn/8702504>,Fontenais,,,,,,,,,,47.404778,7.081908
<http://vocab.getty.edu/tgn/8702556>,Aesch,,,,,,,,,,47.257843,8.24134
<http://vocab.getty.edu/tgn/8702500>,Forel,,,,,,,,,,46.727217,6.824203
<http://vocab.getty.edu/tgn/8702674>,Lauerz,,,,,,,,,,47.035279,8.58118
<http://vocab.getty.edu/tgn/8702536>,Blatten,,"""Blatten""@de",,,,,,,,46.00744,7.735996
<http://vocab.getty.edu/tgn/8702501>,Forel,,,,,,,,,,46.55,6.816667
<http://vocab.getty.edu/tgn/8702622>,Rütti,,,,,,,,,,46.983541,7.462276
<http://vocab.getty.edu/tgn/8702709>,Heimiswil,,,,,,,,,,47.062331,7.653137
<http://vocab.getty.edu/tgn/8702697>,Henggart,,,,,,,,,,47.563359,8.683633
<http://vocab.getty.edu/tgn/8702707>,Heitenried,,,,,,,,,,46.827619,7.299437
<http://vocab.getty.edu/tgn/8702690>,La Redoute,,,,,,,,,,46.383333,6.233333
<http://vocab.getty.edu/tgn/8702586>,Stadel,,,,,,,,,,47.528493,8.466601
<http://vocab.getty.edu/tgn/8702485>,Herdern,,"""Herdern""@de",,,,,,,,47.60477,8.90972
<http://vocab.getty.edu/tgn/8702512>,Courfaivre,,,,,,,,,,47.335045,7.282003
<http://vocab.getty.edu/tgn/8702696>,Herbetswil,,,,,,,,,,47.296011,7.591952
<http://vocab.getty.edu/tgn/8702687>,La Reuchenette,,,,,,,,,,47.189035,7.250974
<http://vocab.getty.edu/tgn/8702680>,La Tine,,,,,,,,,,46.470783,7.052458
<http://vocab.getty.edu/tgn/8702478>,Hergiswil,,,,,,,,,,47.084975,7.957989
<http://vocab.getty.edu/tgn/8702544>,Birtschen,,,,,,,,,,46.833333,8.65
<http://vocab.getty.edu/tgn/8702604>,Säge,,,,,,,,,,46.607353,7.558567
<http://vocab.getty.edu/tgn/8702533>,Blatten,,,,,,,,,,47.039703,8.225471
<http://vocab.getty.edu/tgn/8702656>,Mollettes,,,,,,,,,,46.633333,7.016667
<http://vocab.getty.edu/tgn/8702472>,Herrliberg,,,,,,,,,,47.288144,8.612224
<http://vocab.getty.edu/tgn/8702535>,Blatten,,,,,,,,,,46.358904,7.985106
<http://vocab.getty.edu/tgn/8702551>,Birmensdorf,,,,,,,,,,47.35465,8.437566
<http://vocab.getty.edu/tgn/8702493>,Fräschels,,,,,,,,,,46.998212,7.208473
<http://vocab.getty.edu/tgn/8702603>,Säge,,,,,,,,,,46.783333,7.783333
<http://vocab.getty.edu/tgn/8702474>,Hermiswil,,,,,,,,,,46.831252,7.477746
<http://vocab.getty.edu/tgn/8702545>,Birsfelden,,,,,,,,,,47.555078,7.633093
<http://vocab.getty.edu/tgn/8702599>,Spiringen,,,,,,,,,,46.872593,8.730172
<http://vocab.getty.edu/tgn/8702505>,Fontana,,,,,,,,,,46.775592,10.258571
<http://vocab.getty.edu/tgn/8702675>,Lauenen,,,,,,,,,,46.42433,7.321369
<http://vocab.getty.edu/tgn/8702552>,Bioley-Orjulaz,,,,,,,,,,46.620817,6.599282
<http://vocab.getty.edu/tgn/8702532>,Corcelles,,,,,,,,,,47.285,7.455281
<http://vocab.getty.edu/tgn/8702705>,Hellbühl,,,,,,,,,,47.070754,8.19909
<http://vocab.getty.edu/tgn/8702698>,Hendschiken,,,,,,,,,,47.386479,8.217819
<http://vocab.getty.edu/tgn/8702562>,Aeckenmatt,,,,,,,,,,46.858322,7.364219
<http://vocab.getty.edu/tgn/8702648>,Orsonnens,,,,,,,,,,46.717285,6.994768
<http://vocab.getty.edu/tgn/8702701>,Hemmenthal,,,,,,,,,,47.733493,8.584738
<http://vocab.getty.edu/tgn/8702640>,Osterfingen,,,,,,,,,,47.662289,8.489301
<http://vocab.getty.edu/tgn/8702597>,Spitzenhaus,,,,,,,,,,46.966667,7.883333
<http://vocab.getty.edu/tgn/8702573>,Acheberg,,,,,,,,,,47.586096,8.274264
<http://vocab.getty.edu/tgn/8702550>,Birmenstorf,,,,,,,,,,47.462821,8.246699
<http://vocab.getty.edu/tgn/8702702>,Hemishofen,,"""Hemishofen""@de",,,,,,,,47.67798,8.83167
<http://vocab.getty.edu/tgn/8702576>,Aathal,,"""Aathal""@de",,,,,,,,47.335082,8.770014
<http://vocab.getty.edu/tgn/8702530>,Cordona,,,,"""Cordona""@fr",,,,,,46.331375,7.555547
<http://vocab.getty.edu/tgn/8702695>,Herblingen,,,,,,,,,,47.724213,8.659103
<http://vocab.getty.edu/tgn/8702591>,Spreitenbach,,,,,,,,,,47.420159,8.363006
<http://vocab.getty.edu/tgn/8702491>,Fraubrunnen,,,,,,,,,,47.085668,7.527405
<http://vocab.getty.edu/tgn/8702510>,Courgevaux,,,,,,,,,,46.907814,7.110772
<http://vocab.getty.edu/tgn/8702559>,Aelgäu,,,,,,,,,,46.774806,7.967236
<http://vocab.getty.edu/tgn/8702571>,Acla,,,,,,,,,,46.635935,8.845674
<http://vocab.getty.edu/tgn/8702662>,Möhrlialp,,,,,,,,,,46.833333,8.116667
<http://vocab.getty.edu/tgn/8702481>,Hergersboden,,,,,,,,,,46.88702,8.899066
<http://vocab.getty.edu/tgn/8702531>,Cordast,,,,,,,,,,46.874371,7.152773
<http://vocab.getty.edu/tgn/8702565>,Adligenswil,,,,,,,,,,47.065212,8.361242
<http://vocab.getty.edu/tgn/8702587>,Stachelberg Bad,,,,,,,,,,46.928546,9.001415
<http://vocab.getty.edu/tgn/8702507>,Fontainemelon,,,,,,,,,,47.056266,6.890505
<http://vocab.getty.edu/tgn/8702676>,Latsch,,,,,,,,,,46.634241,9.752107
<http://vocab.getty.edu/tgn/8702527>,Corminboeuf,,,,,,,,,,46.81237,7.104918
<http://vocab.getty.edu/tgn/8702511>,Courgenay,,,,,,,,,,47.403648,7.124156
<http://vocab.getty.edu/tgn/8702700>,Hemmiken,,,,,,,,,,47.466667,7.866667
<http://vocab.getty.edu/tgn/8702623>,Rütli,,,,,,,,,,46.969984,8.592111
<http://vocab.getty.edu/tgn/8702575>,Abländschen,,,,,,,,,,46.57296,7.289358
<http://vocab.getty.edu/tgn/8702642>,Ossingen,,"""Ossingen""@de",,,,,,,,47.61197,8.72618
<http://vocab.getty.edu/tgn/8702479>,Hergiswil,,,,,,,,,,46.983174,8.312607
<http://vocab.getty.edu/tgn/8702514>,Cottens,,,,,,,,,,46.751556,7.032611
<http://vocab.getty.edu/tgn/8702489>,Frauenkappelen,,,,,,,,,,46.952696,7.336938
<http://vocab.getty.edu/tgn/8702473>,Herrenhof,,"""Herrenhof""@de",,,,,,,,47.59705,9.24474
<http://vocab.getty.edu/tgn/8702706>,Heitmannsegg,,,,,,,,,,46.875276,8.801168
<http://vocab.getty.edu/tgn/8702634>,Othmarsingen,,,,,,,,,,47.401487,8.218521
<http://vocab.getty.edu/tgn/8702685>,La Rösa,,,"""La Rösa""@it",,,,,,,46.401072,10.066912
<http://vocab.getty.edu/tgn/8702638>,Bezirk Östlich Raron,,"""Bezirk Östlich Raron""@de",,,,,,,,46.366409,8.070773
<http://vocab.getty.edu/tgn/8702693>,La Plaine,,,,"""La Plaine""@fr",,,,,,46.17775,6.001405
<http://vocab.getty.edu/tgn/8702548>,Birr,,,,,,,,,,47.435868,8.20801
<http://vocab.getty.edu/tgn/7069469>,Freistaat Thüringen,,,,,,,,,,50.916667,11
<http://vocab.getty.edu/tgn/7211349>,Beichlingen,,,,,,,,,,51.233333,11.25
<http://vocab.getty.edu/tgn/7032551>,Charlottenburg-Wilmersdorf,,,,,,,,,,52.516667,13.283333
<http://vocab.getty.edu/tgn/7263874>,Kaag,,,,,,,,,,52.216667,4.55
<http://vocab.getty.edu/tgn/7032393>,Abri de Laussel,,,,,,,,,,44.945,1.086
<http://vocab.getty.edu/tgn/7026866>,Hinton Ampner,"""Hinton Ampner""@en",,,,,,,,,51.033333,-1.133333
<http://vocab.getty.edu/tgn/7029493>,Gwynedd,"""Gwynedd""@en",,,,,,,,,53.083333,-4
<http://vocab.getty.edu/tgn/7031876>,Unterägeri,,,,,,,,,,47.136445,8.585305
<http://vocab.getty.edu/tgn/7266384>,Hendrik-Ido-Ambacht,,,,,,,,,,51.85,4.633333
<http://vocab.getty.edu/tgn/7032079>,Eschen,,,,,,,,,,47.201,9.535
<http://vocab.getty.edu/tgn/7259609>,Watermaal-Bosvoorde,,,,,,,,,,50.8,4.4
<http://vocab.getty.edu/tgn/7062022>,Arpke,,,,,,,,,,52.383333,10.116667
<http://vocab.getty.edu/tgn/7261113>,Den Hoorn,,,,,,,,,,52,4.333333
<http://vocab.getty.edu/tgn/7033282>,Bolzano,,,,,,,,,,45.971389,13.390833
<http://vocab.getty.edu/tgn/7063103>,Au,,,,,,,,,,47.75,9.95
<http://vocab.getty.edu/tgn/7032084>,Schaan,,,,,,,,,,47.174,9.523
<http://vocab.getty.edu/tgn/7026690>,Miserden,"""Miserden""@en",,,,,,,,,51.783333,-2.1
<http://vocab.getty.edu/tgn/7031469>,Hernani,,,,,,,,,,43.266667,-1.966667
<http://vocab.getty.edu/tgn/7032548>,Treptow-Köpenick,,,,,,,,,,52.45,13.583333
<http://vocab.getty.edu/tgn/7212536>,Bockwa,,,,,,,,,,50.7,12.5
<http://vocab.getty.edu/tgn/7269799>,Middelburg,,,,,,,,,,52.05,4.683333
<http://vocab.getty.edu/tgn/7060243>,Adorf,,,,,,,,,,50.75,12.883333
<http://vocab.getty.edu/tgn/7046249>,Finale,,,,,,,,,,38.016667,14.166667
<http://vocab.getty.edu/tgn/7026530>,Stoke-on-Trent,"""Stoke-on-Trent""@en",,,,,,,,,53,-2.166667
<http://vocab.getty.edu/tgn/7032547>,Marzahn-Hellersdorf,,,,,,,,,,52.55,13.55
<http://vocab.getty.edu/tgn/7032085>,Schellenberg,,,,,,,,,,47.234,9.551
<http://vocab.getty.edu/tgn/7300933>,Montroig,,,,,,,,,,41.749648,1.18483
<http://vocab.getty.edu/tgn/7031659>,Elgg,"""Elgg""@en",,,,,,,,,47.49029,8.86657
<http://vocab.getty.edu/tgn/7045796>,Fogliano Redipúglia,,,,,,,,,,45.865556,13.482222
<http://vocab.getty.edu/tgn/7027133>,Košický,,,,,,,,,,48.666667,21.333333
<http://vocab.getty.edu/tgn/7027058>,How Caple,,,,,,,,,,51.9667,-2.5833
<http://vocab.getty.edu/tgn/7032088>,Vaduz,,,,,,,,,,47.145,9.526
<http://vocab.getty.edu/tgn/7026970>,Conwy,"""Conwy""@en",,,,,,,,,53.083333,-3.75
<http://vocab.getty.edu/tgn/7077023>,Beaumarais,,,,,,,,,,49.3,6.716667
<http://vocab.getty.edu/tgn/7302676>,Ondárroa,,,,,,,,,,43.325088,-2.423304
<http://vocab.getty.edu/tgn/7036420>,Vernate,,,,,,,,,,45.316667,9.05
<http://vocab.getty.edu/tgn/7031830>,New Milton,"""New Milton""@en",,,,,,,,,50.733333,-1.65
<http://vocab.getty.edu/tgn/7265790>,Maasland,,,,,,,,,,51.933333,4.266667
<http://vocab.getty.edu/tgn/7054322>,Palazzo del Pero,,,,,,,,,,43.416667,11.966667
<http://vocab.getty.edu/tgn/7048459>,Chiessi,,,,,,,,,,42.75,10.1
<http://vocab.getty.edu/tgn/7027263>,Welwyn,"""Welwyn""@en",,,,,,,,,51.833333,-0.216667
<http://vocab.getty.edu/tgn/7263959>,Hoofddorp,,,,,,,,,,52.3,4.7
<http://vocab.getty.edu/tgn/7026536>,Croydon,"""Croydon""@en",,,,,,,,,51.3833,-0.0833
<http://vocab.getty.edu/tgn/7262862>,Cothen,,,,,,,,,,52,5.316667
<http://vocab.getty.edu/tgn/7037679>,Vairano,,,,,,,,,,45.266667,9.233333
<http://vocab.getty.edu/tgn/7032942>,Borgonovo,,,"""Borgonovo""@it",,,,,,,46.347565,9.604092
<http://vocab.getty.edu/tgn/7028247>,Northolt,"""Northolt""@en-gb",,,,,,,,,51.533333,-0.366667
<http://vocab.getty.edu/tgn/7032550>,Steglitz-Zehlendorf,,,,,,,,,,52.433333,13.25
<http://vocab.getty.edu/tgn/7029508>,Shetland,"""Shetland""@en",,,,,,,,,60.5,-1.25
<http://vocab.getty.edu/tgn/7233379>,Dhístomon,,,,,,,,,"""Dhístomon""@el-latn",38.433333,22.666667
<http://vocab.getty.edu/tgn/7032078>,Balzers,,,,,,,,,,47.067,9.504
<http://vocab.getty.edu/tgn/7031486>,Rancate,,,"""Rancate""@it",,,,,,,45.870305,8.968838
<http://vocab.getty.edu/tgn/7039526>,San Vito,,,,,,,,,,45.75,11.9
<http://vocab.getty.edu/tgn/7030216>,Cataluña,"""Catalonia""@en",,,,,"""Catalunya""@ca",,,,42,2
<http://vocab.getty.edu/tgn/7032086>,Triesen,,,,,,,,,,47.083,9.555
<http://vocab.getty.edu/tgn/7032026>,Bermuda,"""Bermuda""@en",,,"""Bermudes""@fr",,,,,,32.3333,-64.75
<http://vocab.getty.edu/tgn/7031767>,Budva,,,,,,,,,,42.286,18.847
<http://vocab.getty.edu/tgn/7059237>,Riva San Vitale,,,"""Riva San Vitale""@it",,,,,,,45.901233,8.971672
<http://vocab.getty.edu/tgn/7055864>,Piuro,,,,,,,,,,46.333333,9.433333
<http://vocab.getty.edu/tgn/7029504>,Merseyside,"""Merseyside""@en",,,,,,,,,53.4,-3.083333
<http://vocab.getty.edu/tgn/7029505>,South Yorkshire,"""South Yorkshire""@en",,,,,,,,,53.55,-1.25
<http://vocab.getty.edu/tgn/7032549>,Tempelhof-Schöneberg,,,,,,,,,,52.466667,13.35
<http://vocab.getty.edu/tgn/7027126>,Bratislavský,,,,,,,,,,48.333333,17.166667
<http://vocab.getty.edu/tgn/7029251>,Thornton Heath,"""Thornton Heath""@en",,,,,,,,,51.4,-0.1
<http://vocab.getty.edu/tgn/7032087>,Triesenberg,,,,,,,,,,47.126,9.559
<http://vocab.getty.edu/tgn/7048257>,Golino,,,,,,,,,,38.8,16.583333
<http://vocab.getty.edu/tgn/7257572>,Sint-Pieters-Woluwe,,,,,,,,,,50.83134,4.443946
<http://vocab.getty.edu/tgn/7040874>,Santomenna,,,,,,,,,,40.8,15.316667
<http://vocab.getty.edu/tgn/7038388>,Torcello,,,,,,,,,,45.497778,12.416111
<http://vocab.getty.edu/tgn/7240815>,Flémalle-Haute,,,,,,,,,,50.599077,5.460898
<http://vocab.getty.edu/tgn/7030487>,Bissone,,,"""Bissone""@it",,,,,,,45.954065,8.966621
<http://vocab.getty.edu/tgn/7031599>,Humlebæk,,,,,,,,,,55.9667,12.5667
<http://vocab.getty.edu/tgn/7030453>,Bremgarten,,,,,,,,,,46.978032,7.438523
<http://vocab.getty.edu/tgn/7031278>,Enstone,"""Enstone""@en",,,,,,,,,51.916667,-1.45
<http://vocab.getty.edu/tgn/7059174>,Glion,,,,"""Glion""@fr",,,,,,46.432518,6.926726
<http://vocab.getty.edu/tgn/7027132>,Prešovský,,,,,,,,,,49.166667,21.25
<http://vocab.getty.edu/tgn/7026570>,Greater Manchester,"""Greater Manchester""@en",,,,,,,,,53.45,-2.233333
<http://vocab.getty.edu/tgn/7031897>,Herculaneum,,,,,,,,,,40.8,14.333
<http://vocab.getty.edu/tgn/7045225>,Castello Valsolda,,,,,,,,,,46.016667,9.05
<http://vocab.getty.edu/tgn/7056245>,Piova,,,,,,,,,,46.5,12.566667
<http://vocab.getty.edu/tgn/7260890>,Dronten,,,,,,,,,,52.533333,5.716667
<http://vocab.getty.edu/tgn/7058690>,Alpe Devero,,,,,,,,,,46.316667,8.25
<http://vocab.getty.edu/tgn/7057109>,Baranzate,,,,,,,,,,45.533333,9.116667
<http://vocab.getty.edu/tgn/7058737>,Bordolano,,,,,,,,,,45.283333,9.983333
<http://vocab.getty.edu/tgn/7027130>,Žilinský,,,,,,,,,,49.166667,19.166667
<http://vocab.getty.edu/tgn/7032058>,Gingins,,,,"""Gingins""@fr",,,,,,46.410367,6.176398
<http://vocab.getty.edu/tgn/7051006>,Piantonia,,,,,,,,,,44.666667,10.1
<http://vocab.getty.edu/tgn/7248176>,Sint-Agatha-Berchem,,,,,,,,,,50.866667,4.283333
<http://vocab.getty.edu/tgn/7208590>,Bad Salzhausen,,,,,,,,,,50.416667,8.983333
<http://vocab.getty.edu/tgn/7029225>,Bloomsbury,"""Bloomsbury""@en",,,,,,,,,51.516667,-0.116667
<http://vocab.getty.edu/tgn/7029507>,West Yorkshire,"""West Yorkshire""@en",,,,,,,,,53.733333,-1.616667
<http://vocab.getty.edu/tgn/7029506>,West Midlands,"""West Midlands""@en",,,,,,,,,52.5,-1.966667
<http://vocab.getty.edu/tgn/7026576>,Camden,"""Camden""@en",,,,,,,,,51.5833,-0.1667
<http://vocab.getty.edu/tgn/7053980>,Montecatini,,,,,,,,,,43.383333,10.75
<http://vocab.getty.edu/tgn/7029383>,Thívai,"""Thebes""@en","""Theben""@de",,,,,,,"""Thívai""@el-latn",38.325,23.318889
<http://vocab.getty.edu/tgn/7032552>,Friedrichshain-Kreuzberg,,,,,,,,,,52.533333,13.433333
<http://vocab.getty.edu/tgn/7031510>,Affoltern,,,,,,,,,,47.065294,7.734705
<http://vocab.getty.edu/tgn/8703396>,Guggisberg,,,,,,,,,,46.767565,7.329463
<http://vocab.getty.edu/tgn/8703459>,Belfaux,,,,,,,,,,46.821632,7.106936
<http://vocab.getty.edu/tgn/8703420>,Falera,,,,,,,,,,46.801504,9.230199
<http://vocab.getty.edu/tgn/8703366>,La Chièsaz,,,,,,,,,,46.472861,6.885335
<http://vocab.getty.edu/tgn/8703412>,Färnigen,,,,,,,,,,46.73466,8.522623
<http://vocab.getty.edu/tgn/8703455>,Chandolin,,,,"""Chandolin""@fr",,,,,,46.251899,7.593671
<http://vocab.getty.edu/tgn/8703279>,Gemeinde Sils im Engadin,,"""Gemeinde Sils im Engadin""@de",,,,,,,,46.416033,9.77504
<http://vocab.getty.edu/tgn/8703442>,Châtelaine,,,,,,,,,,46.2,6.116667
<http://vocab.getty.edu/tgn/8703393>,Gumegna,,,,,,,,,,46.367789,9.243282
<http://vocab.getty.edu/tgn/8703232>,Beringen,,,,,,,,,,47.696664,8.577906
<http://vocab.getty.edu/tgn/8703377>,Küttigkofen,,,,,,,,,,47.151175,7.51557
<http://vocab.getty.edu/tgn/8703236>,Bercher,,,,,,,,,,46.692181,6.70833
<http://vocab.getty.edu/tgn/8703314>,Rorbas,,,,,,,,,,47.530619,8.57749
<http://vocab.getty.edu/tgn/8703449>,Charmoille,,,,,,,,,,47.423752,7.207571
<http://vocab.getty.edu/tgn/8703423>,Fahy,,,,,,,,,,47.418213,6.950012
<http://vocab.getty.edu/tgn/8703372>,L'Abbaye,,,,,,,,,,46.649663,6.319066
<http://vocab.getty.edu/tgn/8703398>,Guévaux,,,,,,,,,,46.938325,7.05642
<http://vocab.getty.edu/tgn/8703452>,Chapelle,,,,,,,,,,46.669611,6.735747
<http://vocab.getty.edu/tgn/8703257>,Hermance,,,,"""Hermance""@fr",,,,,,46.29734,6.242903
<http://vocab.getty.edu/tgn/8703340>,Oberschönenbuch,,,,,,,,,,46.996481,8.646508
<http://vocab.getty.edu/tgn/8703242>,Belmont-sur-Lausanne,,,,,,,,,,46.533333,6.7
<http://vocab.getty.edu/tgn/8703322>,Ober Urdorf,,,,,,,,,,47.382958,8.428597
<http://vocab.getty.edu/tgn/8703331>,Ober Stafel,,,,,,,,,,46.889261,9.101327
<http://vocab.getty.edu/tgn/8703247>,Bellerive,,,,,,,,,,46.92371,7.022309
<http://vocab.getty.edu/tgn/8703401>,Guarda,,,,,,,,,,46.776169,10.154369
<http://vocab.getty.edu/tgn/8703369>,La Chaux,,,,,,,,,,47.222097,7.028287
<http://vocab.getty.edu/tgn/8703329>,Oberstammheim,,"""Oberstammheim""@de",,,,,,,,47.631985,8.798134
<http://vocab.getty.edu/tgn/8703303>,Rossens,,,,,,,,,,46.720675,7.103691
<http://vocab.getty.edu/tgn/8703448>,Charrat-les-Chênes,,,,,,,,,,46.124895,7.131379
<http://vocab.getty.edu/tgn/8703413>,Fardün,,,,,,,,,,46.632738,9.424105
<http://vocab.getty.edu/tgn/8703438>,Chaumont-de-Pury,,,,,,,,,,47.016667,6.95
<http://vocab.getty.edu/tgn/8703350>,Meggen,,,,,,,,,,47.04722,8.369489
<http://vocab.getty.edu/tgn/8703458>,Bellaluna,,,,,,,,,,46.653661,9.713863
<http://vocab.getty.edu/tgn/8703418>,Fällanden,,,,,,,,,,47.370719,8.639834
<http://vocab.getty.edu/tgn/8703440>,Châtonnaye,,,,,,,,,,46.754519,6.937992
<http://vocab.getty.edu/tgn/8703335>,Obersiggenthal,,,,,,,,,,47.493899,8.293153
<http://vocab.getty.edu/tgn/8703344>,Meilen,,"""Meilen""@de",,,,,,,,47.279202,8.662586
<http://vocab.getty.edu/tgn/8703323>,Oberulmiz,,,,,,,,,,46.896769,7.441414
<http://vocab.getty.edu/tgn/8703461>,Beinwil,,,,,,,,,,47.362623,7.587067
<http://vocab.getty.edu/tgn/8703325>,Ober Trübsee Alp,,,,,,,,,,46.8,8.383333
<http://vocab.getty.edu/tgn/8703341>,Meisterschwanden,,,,,,,,,,47.295476,8.229675
<http://vocab.getty.edu/tgn/8703326>,Obertoggenburg,,"""Obertoggenburg""@de",,,,,,,,47.23155,9.2362
<http://vocab.getty.edu/tgn/8703306>,Rosegg,,,,,,,,,,47.21958,7.517696
<http://vocab.getty.edu/tgn/8703343>,Meinisberg,,,,,,,,,,47.161494,7.353683
<http://vocab.getty.edu/tgn/8703375>,Laax,,,,,,,,,,46.805516,9.256501
<http://vocab.getty.edu/tgn/8703454>,Changins,,,,"""Changins""@fr",,,,,,46.398944,6.232698
<http://vocab.getty.edu/tgn/8703435>,Chavannes-sous-Orsonnens,,,,,,,,,,46.72807,6.992277
<http://vocab.getty.edu/tgn/8703365>,La Comballaz,,,,"""La Comballaz""@fr",,,,,,46.37563,7.077014
<http://vocab.getty.edu/tgn/8703425>,Fahrni,,,,,,,,,,46.796708,7.66971
<http://vocab.getty.edu/tgn/8703443>,Châteauneuf,,,,,,,,,,46.223176,7.33137
<http://vocab.getty.edu/tgn/8703246>,Bellevue,,,,"""Bellevue""@fr",,,,,,46.255643,6.145417
<http://vocab.getty.edu/tgn/8703453>,Chants,,,,,,,,,,46.645588,9.82781
<http://vocab.getty.edu/tgn/8703339>,Ober-Schongau,,,,,,,,,,47.273129,8.276387
<http://vocab.getty.edu/tgn/8703332>,Ober Stafel,,,,,,,,,,46.707049,8.155691
<http://vocab.getty.edu/tgn/8703293>,Siglistorf,,,,,,,,,,47.545331,8.380636
<http://vocab.getty.edu/tgn/8703387>,Gunten,,,,,,,,,,46.713349,7.701854
<http://vocab.getty.edu/tgn/8703410>,Farvagny-le-Grand,,,,,,,,,,46.721296,7.065402
<http://vocab.getty.edu/tgn/8703384>,Kumma,,,,,,,,,,46.75,9.783333
<http://vocab.getty.edu/tgn/8703415>,Fankhaus,,,,,,,,,,46.970634,7.917406
<http://vocab.getty.edu/tgn/8703239>,Belvédère,,,,,,,,,,46.566667,8.383333
<http://vocab.getty.edu/tgn/8703382>,Künten,,,,,,,,,,47.388896,8.331049
<http://vocab.getty.edu/tgn/8703328>,Oberstocken,,,,,,,,,,46.717463,7.55471
<http://vocab.getty.edu/tgn/8703318>,Ober-Wangen,,,,,,,,,,46.916616,7.362127
<http://vocab.getty.edu/tgn/8703244>,Bellmund,,,,,,,,,,47.108434,7.247597
<http://vocab.getty.edu/tgn/8703451>,Chardonne,,,,,,,,,,46.476985,6.826648
<http://vocab.getty.edu/tgn/8703386>,Kulm,,,,,,,,,,46.833333,8.6
<http://vocab.getty.edu/tgn/8703402>,Gsteig,,,,,,,,,,46.665088,7.872988
<http://vocab.getty.edu/tgn/8703284>,Sihlbrugg Dorf,,,,,,,,,,47.183333,8.583333
<http://vocab.getty.edu/tgn/8703338>,Oberschrot,,,,,,,,,,46.739792,7.268964
<http://vocab.getty.edu/tgn/8703297>,Rothbad,,,,,,,,,,46.622517,7.567177
<http://vocab.getty.edu/tgn/8703400>,Gubel,,,,,,,,,,47.162043,8.574332
<http://vocab.getty.edu/tgn/8703385>,Kulm,,,,,,,,,,47.055892,8.484092
<http://vocab.getty.edu/tgn/8703225>,Chemin Dessus,,,,"""Chemin Dessus""@fr",,,,,,46.089406,7.098706
<http://vocab.getty.edu/tgn/8703428>,Eysins,,,,"""Eysins""@fr",,,,,,46.381622,6.20799
<http://vocab.getty.edu/tgn/8703456>,Bellechasse,,,,,,,,,,46.974374,7.131631
<http://vocab.getty.edu/tgn/8703237>,Benken,,,,,,,,,,47.652916,8.653104
<http://vocab.getty.edu/tgn/8703406>,Gryon,,,,,,,,,,46.266667,7.1
<http://vocab.getty.edu/tgn/8703330>,Ober Staffel,,,,,,,,,,46.952898,8.98009
<http://vocab.getty.edu/tgn/8703222>,Chermignon-d'en Bas,,,,,,,,,,46.288189,7.474393
<http://vocab.getty.edu/tgn/8703223>,Chêne-Pâquier,,,,,,,,,,46.77143,6.769133
<http://vocab.getty.edu/tgn/8703433>,Cheiry,,,,,,,,,,46.750254,6.835162
<http://vocab.getty.edu/tgn/8703361>,Mauren,,,,,,,,,,46.703798,7.809989
<http://vocab.getty.edu/tgn/8703235>,Berg,,"""Berg""@de",,,,,,,,47.578795,9.166353
<http://vocab.getty.edu/tgn/8703243>,Bellwald,,"""Bellwald""@de",,,,,,,,46.427574,8.161442
<http://vocab.getty.edu/tgn/8703308>,Röschenz,,,,,,,,,,47.423657,7.480237
<http://vocab.getty.edu/tgn/8703436>,Chavannes-le-Chêne,,,,,,,,,,46.777442,6.778358
<http://vocab.getty.edu/tgn/8703431>,Exergillod,,,,"""Exergillod""@fr",,,,,,46.336776,7.039325
<http://vocab.getty.edu/tgn/8703233>,Berikon,,,,,,,,,,47.35137,8.372094
<http://vocab.getty.edu/tgn/8703302>,Rosshäusern,,,,,,,,,,46.932361,7.275746
<http://vocab.getty.edu/tgn/8703429>,Eysins,,,,,,,,,,46.381161,6.204955
<http://vocab.getty.edu/tgn/8703414>,Faoug,,,,,,,,,,46.908174,7.077085
<http://vocab.getty.edu/tgn/8703282>,Silenen,,,,,,,,,,46.789096,8.67325
